현재가,거래량,체결시간,시가,고가,저가,전일종가
29.00,1,20231027144500,29.00,29.00,29.00,-0.86
-25.05,1,20231027110000,-25.05,-25.05,-25.05,
-25.05,3,20231027104500,-24.95,-25.05,-24.95,
-25.55,3,20231027101500,-25.55,-25.55,-25.55,
18.05,1,20231024140000,18.05,18.05,18.05,
+20.20,2,20231024111500,+20.90,+20.90,+20.20,
+21.40,1,20231024110000,+21.40,+21.40,+21.40,
+20.20,1,20231024093000,+20.20,+20.20,+20.20,
22.00,1,20231023144500,22.00,22.00,22.00,
-18.40,1,20231023093000,-18.40,-18.40,-18.40,
-18.40,1,20231023091500,-18.40,-18.40,-18.40,
-18.80,1,20231023090000,-18.80,-18.80,-18.80,
20.00,1,20231020151500,20.00,20.00,20.00,
-17.30,4,20231020130000,-17.30,-17.30,-17.30,
-18.50,1,20231020114500,-18.50,-18.50,-18.50,
20.00,4,20231020094500,-19.50,20.00,-19.50,
-17.25,1,20231020090000,-17.25,-17.25,-17.25,
14.55,1,20231019151500,14.55,14.55,14.55,
14.55,1,20231019141500,14.55,14.55,14.55,
-14.40,2,20231019130000,-14.40,-14.40,-14.40,
-11.60,1,20231019084500,-11.60,-11.60,-11.60,
10.50,1,20231018144500,10.50,10.50,10.50,
10.50,1,20231018143000,10.50,10.50,10.50,
-10.30,1,20231018134500,-10.30,-10.30,-10.30,
-10.30,16,20231018133000,-10.30,-10.30,-10.30,
-10.30,1,20231018120000,-10.30,-10.30,-10.30,
11.35,1,20231017140000,11.35,11.35,11.35,
-11.00,1,20231017134500,-11.00,-11.00,-11.00,
-11.00,6,20231017123000,-11.00,-11.00,-11.00,
+11.80,1,20231017114500,+11.80,+11.80,+11.80,
+12.30,4,20231017084500,+12.30,+12.30,+12.30,
13.85,1,20231016150000,13.85,13.85,13.85,
+15.20,6,20231016131500,+15.25,+15.25,+15.20,
+15.15,4,20231016130000,+15.15,+15.15,+15.15,
+15.40,8,20231016121500,+15.30,+15.40,+15.30,
+14.55,8,20231016113000,+14.45,+14.55,+14.45,
+14.35,1,20231016110000,+14.35,+14.35,+14.35,
12.05,1,20231013100000,12.05,12.05,12.05,
+12.45,3,20231013091500,+12.35,+12.50,+12.35,
11.20,1,20231012124500,11.20,11.20,11.20,
+11.40,4,20231012113000,-11.00,+11.40,-11.00,
-11.00,1,20231012111500,-11.00,-11.00,-11.00,
+11.30,2,20231012110000,+11.25,+11.30,+11.25,
-11.10,2,20231012101500,-11.05,-11.10,-11.05,
11.20,4,20231012100000,-10.90,11.20,-10.90,
-10.90,1,20231012094500,-10.90,-10.90,-10.90,
+11.30,1,20231012091500,+11.30,+11.30,+11.30,
12.70,1,20231011144500,12.70,12.70,12.70,
-12.10,1,20231011143000,-12.10,-12.10,-12.10,
-12.20,2,20231011141500,-11.90,-12.20,-11.90,
-12.00,1,20231011131500,-12.00,-12.00,-12.00,
-11.95,1,20231011130000,-11.95,-11.95,-11.95,
-12.45,1,20231011101500,-12.45,-12.45,-12.45,
-12.50,1,20231011093000,-12.50,-12.50,-12.50,
17.20,1,20231010150000,17.20,17.20,17.20,
-13.50,1,20231010091500,-13.50,-13.50,-13.50,
18.00,1,20231004144500,18.00,18.00,18.00,
-17.50,7,20231004143000,-17.50,-17.50,-17.50,
