,현재가,거래량,체결시간,시가,고가,저가,대업종구분,소업종구분,종목정보,전일종가
868,+263246,41465,20230725143000,+262967,+263341,+262897,,,,
869,+262954,41680,20230725140000,-262644,+263066,-262644,,,,
870,-262707,55823,20230725133000,+263154,+263341,+262618,,,,
871,+263189,46357,20230725130000,+263277,+263467,+263103,,,,
872,+263361,37387,20230725123000,+263139,+263372,-262829,,,,
873,+263172,39159,20230725120000,+263367,+263399,+262919,,,,
874,+263294,47108,20230725113000,+263217,+263615,+263217,,,,
875,+263262,43908,20230725110000,+263326,+263476,+263173,,,,
876,+263296,46126,20230725103000,-262205,+263354,-262205,,,,
877,-262172,47717,20230725100000,+263029,+263119,+262160,,,,
878,+263064,83420,20230725093000,-262771,+263393,-262770,,,,
879,+262910,134288,20230725090000,+264335,+264671,-262565,,,,
880,+262853,15950,20230724153000,+262938,+262950,+262839,,,,
881,+262938,23443,20230724150000,+262929,+263091,+262789,,,,
882,+262926,24911,20230724143000,+262869,+263000,+262664,,,,
883,+262793,19249,20230724140000,+262601,+263008,+262426,,,,
884,+262688,36044,20230724133000,+262452,+262688,+261712,,,,
885,+262404,24683,20230724130000,+262909,+263181,+262400,,,,
886,+262954,23763,20230724123000,+262971,+263201,+262755,,,,
887,+262983,27418,20230724120000,+263034,+263467,+262948,,,,
888,+263023,31586,20230724113000,+263190,+263606,+262959,,,,
889,+263173,34562,20230724110000,+262391,+263295,+262322,,,,
890,+262484,36316,20230724103000,+261433,+262624,+261350,,,,
891,+261442,41443,20230724100000,+261740,+262197,+261263,,,,
892,+261728,59545,20230724093000,+261344,+262464,+261222,,,,
893,+261321,130450,20230724090000,-260847,+261390,-259521,,,,
894,+260976,19980,20230721153000,+260626,+260976,+260626,,,,
895,+260626,27826,20230721150000,+260683,+260743,+260392,,,,
896,+260622,31033,20230721143000,+260348,+260818,+260310,,,,
897,+260432,32192,20230721140000,+260546,+260594,+260121,,,,
898,+260577,36487,20230721133000,+260280,+260676,+260269,,,,
899,+260279,27760,20230721130000,-259985,+260292,-259781,,,,
