date,basis,basis_risk,basis_disparate_ratio,cd_p_change(%),cd_p_range,cny_yesterday_change,cny_night_change,jpy_yesterday_change,jpy_night_change,kospi_p_change(%),kospi_p_range,ks200_p_change(%),ks200_p_range,NAS_close_change,NAS_day_change,NAS_day_fluc_range,niv_night_change,P/C Ratio,put_volume_fluc,call_volume_fluc,sp_close_change,sp_day_change,sp_day_fluc_range,usd_yesterday_change,usd_night_change,vix_close_change,vix_day_change,vix_day_fluc_range,VKOSPI_Label
2023-07-31,0.8693009118541032,0.5132743362831859,0.877005347593583,0.5023212627669452,0.5,0.6661237785016287,0.11929371231696811,0.5911133300049924,0.6449022346368715,0.5875763747454175,0.27358897027143475,0.5703544575725026,0.27076923076923076,0.9783653846153847,0.5667098445595855,0.2659016616725688,0.4580078125,0.5499999999999999,0.5134951107412381,0.45696663679828375,0.7623188405797101,0.46346237494562864,0.13798355162960707,0.09218825812712272,0.29838709677419356,0.12812850205453866,0.19624347570388886,0.15113350125944586,0
2023-08-01,1.0,0.5132743362831859,1.0,0.5023212627669452,0.5,0.7681867535287732,0.08311800172265282,0.9111333000499251,0.19308659217877094,0.9521384928716905,0.6557518311072814,0.8109559613319011,0.6276923076923078,0.5721153846153847,0.44268134715025903,0.0,0.3651123046875,0.35,0.4864103194567911,0.6217289215333599,0.518840579710145,0.40452370595911274,0.060767590618336864,0.6933527413876759,0.25,0.49196862159133364,0.2875836212600162,0.052896725440806036,0
2023-08-02,0.9787234042553192,0.6194690265486726,0.9796791443850268,0.5023212627669452,0.5,0.6433224755700326,0.09388458225667523,0.7868197703444832,0.05481843575418993,0.5794297352342159,0.2753123653597587,0.44468313641245966,0.18461538461538463,0.41826923076923084,0.4436528497409326,0.05247207845273766,0.523193359375,0.3750000000000001,0.6206174777603349,0.6406244890217341,0.39710144927536234,0.3749456285341453,0.0,0.927704997573993,0.2338709677419355,0.49010085917071355,0.42773652870690293,0.06045340050377834,1
2023-08-03,0.553191489361702,0.22713864306784665,0.5593582887700534,0.2544103992571959,0.25,0.6129207383279045,0.19939707149009472,0.9695456814777832,0.0,0.8177189409368635,0.6471348556656614,0.7862513426423201,0.6123076923076922,0.0,0.2509715025906736,0.47970580223372383,0.741455078125,0.6875000000000001,0.6067472401379459,0.47994348989162355,0.07536231884057976,0.20552414093083954,0.4278099299421261,0.8791848617176128,0.32258064516129037,0.9872992155397835,0.4709255311328384,0.30730478589420657,1
2023-08-04,0.9240121580547112,1.0,0.946524064171123,0.2534818941504178,0.25,0.42779587404994573,0.3983634797588286,0.38841737393909137,0.2981843575418994,0.6812627291242362,0.2141318397242568,0.5950590762620838,0.25538461538461543,0.49759615384615385,0.5032383419689119,0.2477867066194498,0.623779296875,0.32500000000000007,0.4529893514402981,0.6691280830384648,0.4028985507246377,0.421922575032623,0.25677733780079204,0.5036390101892285,0.5564516129032258,0.3683227493462832,0.19330294787914432,0.35012594458438284,0
2023-08-07,0.6048632218844984,0.9498525073746313,0.6160427807486631,0.5023212627669452,0.5,0.6422366992399566,0.35615848406546075,0.5521717423864203,0.5691340782122905,0.8156822810590632,0.28048255062473076,0.9828141783029001,0.6430769230769231,0.4350961538461539,0.29873704663212436,0.487367202397167,0.58978271484375,0.46250000000000024,0.5089872835139617,0.46754266055345894,0.32173913043478264,0.211831230969987,0.7416996649406032,0.6754002911208151,0.11290322580645161,0.6847217033993277,0.6298610600602809,0.632241813602015,0
2023-08-08,0.2826747720364742,0.3274336283185841,0.28663101604278074,0.0027855153203342198,0.0,0.3593919652551575,0.41731266149870794,0.2695956065901148,0.6648044692737429,0.7780040733197556,0.3636363636363636,0.6616541353383458,0.48,0.6682692307692307,0.4588730569948186,0.18411195859438845,0.32391357421875,0.275,0.4720167955968301,0.5990006082685276,0.736231884057971,0.5150065245759027,0.1766676819981724,0.6327025715672003,0.3709677419354839,0.11729548001494208,0.13386752922149525,0.3224181360201512,1
2023-08-09,0.6960486322188449,0.39233038348082594,0.7133689839572193,0.5023212627669452,0.5,0.5618892508143323,0.4905254091300602,0.309535696455317,0.8376396648044693,0.6843177189409368,0.7001292546316242,0.5574650912996777,0.6615384615384615,0.3317307692307692,0.4438147668393782,0.17788068646145466,0.42572021484375,0.4125,0.8938989868421883,0.8233143440183657,0.3536231884057971,0.3914745541539801,0.33247030155345725,0.8466763706938378,0.16935483870967744,0.460216660440792,0.314158641476145,0.47103274559193964,0
2023-08-10,0.6504559270516717,0.5958702064896756,0.6684491978609626,0.0,0.0,0.8143322475570033,0.09431524547803616,0.9420868696954567,0.3620810055865922,0.7372708757637474,0.0,0.59828141783029,0.0,0.24038461538461542,0.22895077720207255,0.415384091528194,0.4317626953125,0.45000000000000007,0.3567172930339884,0.3650788459903331,0.2724637681159421,0.2214006089604176,0.3658239415169052,0.37554585152838427,0.0,0.4008218154650729,0.41450415349555253,0.2972292191435768,0
2023-08-11,0.8662613981762918,0.43067846607669613,0.888770053475936,0.754874651810585,0.75,0.5966340933767644,0.0977605512489233,0.6080878681977034,0.1627094972067039,0.2759674134419552,0.4308487720809996,0.3039742212674543,0.44307692307692303,0.5504807692307693,0.3393782383419689,0.6213906292563334,0.4317626953125,0.4375000000000001,0.4166997660973565,0.44614207321460103,0.48405797101449277,0.29621574597651157,0.7974413646055437,0.6608442503639009,0.7419354838709677,0.38214419125887195,0.44332132617804904,0.49118387909319894,0
2023-08-14,0.6018237082066868,0.38348082595870203,0.623529411764706,0.5023212627669452,0.5,0.5374592833876222,0.4931093884582256,0.44233649525711427,0.5457402234636871,0.0,0.3856096510124948,0.0,0.41538461538461546,0.3581730769230769,0.44672927461139894,0.10960909833832744,0.2952880859375,0.5875,0.0948472067232825,0.08248906097728476,0.4434782608695652,0.45019573727707707,0.2308863844045081,0.9684619116933527,0.16935483870967744,0.16996638027642885,0.21631257810777038,0.3425692695214106,1
2023-08-16,0.5288753799392096,0.5693215339233039,0.5572192513368984,0.7539461467038069,0.75,0.4163952225841477,0.44832041343669243,0.5946080878681976,0.5006983240223464,0.24949083503054992,0.4463593278759157,0.2502685284640171,0.42153846153846153,0.5,0.5066386010362695,0.3633206210841733,0.710205078125,0.26250000000000007,0.406631234514195,0.5995957957525851,0.3072463768115942,0.339930404523706,0.37610417301248855,0.465308102862688,0.2580645161290323,0.8214419125887189,0.7508637800485188,0.34005037783375314,1
2023-08-17,0.6109422492401214,0.7197640117994101,0.6556149732620321,0.5023212627669452,0.5,0.5168295331161781,0.4741602067183462,0.672990514228657,0.35754189944134074,0.9704684317718941,1.0,0.9108485499462943,0.8830769230769231,0.2451923076923077,0.2922603626943005,0.31711386543176245,0.3614501953125,0.3124999999999999,0.5868308398428881,0.5811515242686061,0.25507246376811593,0.24053936494127884,0.44639049649710627,0.6783114992721979,0.41935483870967744,0.48038849458348903,0.4329559655958245,0.2065491183879093,0
2023-08-18,0.5167173252279634,0.7315634218289085,0.5497326203208556,0.5023212627669452,0.5,0.3811074918566776,0.47889750215331606,0.20718921617573638,0.5953212290502793,0.8024439918533605,0.6212839293408015,0.9677765843179377,0.7292307692307693,0.24038461538461542,0.18167098445595858,0.5226096431490057,0.665771484375,0.42500000000000016,0.7681148455675134,0.7200395047516891,0.25217391304347825,0.15854719443236193,0.5977764240024369,0.42406598738476464,0.282258064516129,0.6552110571535301,0.5811585679629494,0.35768261964735515,0
2023-08-21,0.43161094224924007,0.7227138643067847,0.4566844919786096,0.5023212627669452,0.5,0.4104234527687297,0.5680447889750214,0.6065901148277584,0.6431564245810055,0.7372708757637474,0.21800947867298587,0.6627282491944145,0.2646153846153846,0.47355769230769235,0.5571567357512953,0.32671615363661133,0.49114990234375,0.36250000000000016,0.2725060367056925,0.3156455822045483,0.47246376811594204,0.509134406263593,0.4480657934815717,0.4992721979621542,0.5887096774193549,0.28464699290250284,0.2763728589281776,0.3602015113350126,0
2023-08-22,0.3161094224924012,0.7522123893805309,0.332620320855615,0.5023212627669452,0.5,0.0,0.8712316968130921,0.35596605092361455,0.5527234636871509,0.9775967413441955,0.3925032313657907,0.8055853920515574,0.3999999999999999,0.8966346153846155,0.615770725388601,0.38514709888313814,0.21441650390625,0.4,0.4118767061968439,0.41778237067753266,0.6753623188405797,0.48173118747281435,0.4593359731952482,0.4837457544881125,0.5161290322580645,0.3713111692192753,0.19613320591046093,0.2317380352644836,0
2023-08-23,0.6565349544072948,0.9705014749262537,0.6994652406417112,0.2516248839368616,0.25,0.4424538545059718,0.826012058570198,0.17473789316025962,0.8425279329608939,0.40020366598778,0.20896165445928477,0.39634801288936616,0.3538461538461538,0.5360576923076923,0.328529792746114,0.12333151729773906,0.47381591796875,0.725,0.7100805104247445,0.5660232973386616,0.39420289855072466,0.24815137016093958,0.2852573865367043,0.5123726346433769,0.5887096774193549,0.3731789316398954,0.3817907814452695,0.16624685138539042,0
2023-08-24,0.4012158054711246,0.887905604719764,0.4213903743315508,0.5023212627669452,0.5,0.1927252985884908,0.6925064599483204,0.15227159261108336,1.0,0.6008146639511202,0.12106850495476093,0.5273899033297529,0.10461538461538461,0.903846153846154,0.6591645077720207,0.4985358213020975,0.3421630859375,0.4,0.33415293828374726,0.4834622906215458,0.7942028985507247,0.5806872553284037,0.4515686871763631,0.0,0.8951612903225806,0.19013821441912593,0.2338454752628097,0.2216624685138539,0
