date,basis,basis_risk,basis_disparate_ratio,cd_p_change(%),cd_p_range,cny_yesterday_change,cny_night_change,jpy_yesterday_change,jpy_night_change,kospi_p_change(%),kospi_p_range,ks200_p_change(%),ks200_p_range,NAS_close_change,NAS_day_change,NAS_day_fluc_range,niv_night_change,P/C Ratio,put_volume_fluc,call_volume_fluc,sp_close_change,sp_day_change,sp_day_fluc_range,usd_yesterday_change,usd_night_change,vix_close_change,vix_day_change,vix_day_fluc_range,VKOSPI_Label
2023-07-31,1.9543730654169291,-0.5300041318850526,1.8806920030475138,-0.18368951608115106,-0.18450624160577697,0.9880011202017193,-1.3912402280068596,0.44756060310726653,0.46384528811321263,0.01457258003503428,-0.28309957109149575,0.005520878801317241,-0.40420189180914323,1.9325782361531494,0.9049242796928293,-0.3208438323259117,-0.04748756440446118,0.6450467819012798,-0.009768045782942155,-0.42965131769213305,1.4215207805624896,0.5970619890982634,-1.0499354257011875,-2.0108277489347244,-0.6980479047098292,-1.335448374456301,-0.811372601037971,-0.8452531745785213,0
2023-08-01,2.5946177406282884,-0.5300041318850526,2.478271686782934,-0.18368951608115106,-0.18450624160577697,1.476325724500057,-1.5382905757696261,1.7843336392583518,-1.5310862901596285,1.5884112238187342,1.3549655721967941,1.1002839932395714,1.180229053305045,0.294087992458088,0.1458691034672054,-1.601279860643963,-0.5435358540935635,-0.5458088154549299,-0.1447472173882588,0.45248560848420105,0.3410887663816163,0.2393381345040367,-1.3641722975019561,0.7140161237558955,-0.8950579405338577,0.1887745911897996,-0.39683422726428325,-1.3598826009047331,0
2023-08-02,2.4903918632683,0.02542876966995672,2.379541130339691,-0.18368951608115106,-0.18450624160577697,0.8789073256244311,-1.4945255913164217,1.2650567500202547,-2.1415908535259693,-0.02059699859700373,-0.27571258059188697,-0.5662973550793781,-0.786650740629809,-0.326405354266669,0.151814705369756,-1.3486032157933912,0.3005936270462361,-0.3969518657854035,0.5240846322305435,0.5536524371024945,-0.19912724070882065,0.059816200095125914,-1.611471137439839,1.7762433961607134,-0.9607279524752006,0.180950037978064,0.23923612251401527,-1.320295721956563,1
2023-08-03,0.40587431606852686,-2.0265872277416053,0.3373775154873405,-1.4265029571219938,-1.4299233724447717,0.7334489328547136,-1.06562874367502,2.028331213719626,-2.383634329406059,1.0081131763901077,1.3180306196987495,0.9878752805963578,1.11193461601564,-2.013371640674602,-1.027396338636109,0.7087192131100013,1.4660789647126158,1.4637600050836752,0.4549612203283796,-0.306633294522848,-1.6268409737335463,-0.9684748800853262,0.12953748758651007,1.5563205654350782,-0.599542886797815,2.2638461029420887,0.43524521272893807,-0.027124342983005437,1
2023-08-04,2.2223824643426147,2.015730000242073,2.2184544329849256,-1.4311576891109108,-1.4299233724447717,-0.15228878026088818,-0.2568518309798053,-0.3991318347668997,-1.0670411548735965,0.4190227343034712,-0.5379507433280054,0.11792959144453083,-0.47249632909854766,-0.006463472361716181,0.5164782887261914,-0.4080754838901584,0.8377076752772746,-0.6946657651244563,-0.3113032203397912,0.706260619559581,-0.17340266894260933,0.3449392723916313,-0.5664940844692355,-0.145882144381338,0.3526722863516557,-0.32921083142709906,-0.824717900797285,0.19720130438995853,0
2023-08-07,0.658994303942785,1.75344224117443,0.6127838045132302,-0.18368951608115106,-0.18450624160577697,0.8737123830255126,-0.42841057003636607,0.2848955534664169,0.12930112081398046,0.999320781732098,-0.25355160909305985,1.8822576464097527,1.2485234905944493,-0.2585388944686487,-0.7350709117607054,0.7456122988279628,0.6561709490244297,0.12404745805793901,-0.03223315465114545,-0.3730273087354766,-0.5335466736695673,-0.9301944676010733,1.4069382623032445,0.6326446763874105,-1.4532530420352718,0.9962684826409165,1.156558664719854,1.6751114517883097,0
2023-08-08,-0.919283267508471,-1.5020117096063188,-0.9876904788825052,-2.6879353261185046,-2.6753405032837665,-0.47957016399275276,-0.1798254583421659,-0.8954687811069282,0.5517209449613981,0.8366614805589223,0.10287068251307308,0.42094438204797613,0.5246024553267603,0.6818963341610611,0.24496246850971506,-0.7146980185238834,-0.7635309891396502,-0.9923796644635083,-0.21647846710309532,0.3307982670343673,1.3057602076145391,0.9099053600902622,-0.8925070915051415,0.43911258534885156,-0.40253285097378655,-1.3808307830843676,-1.094459772182417,0.05204941491333488,1
2023-08-09,1.1056766354855936,-1.1625804919893687,1.0856512064256063,-0.18368951608115106,-0.18450624160577697,0.4892866307055447,0.11777643593962304,-0.7286328327573388,1.3148516491693243,0.4322113262904854,1.5451805775617247,-0.053127145186446394,1.330476815341735,-0.6754328617993449,0.1528056390201811,-0.7447043949078251,-0.21989856653687584,-0.17366644128111383,1.8860043650992713,1.5317735367792584,-0.39206152895540514,0.16013728108834077,-0.2584551785816972,1.4089722688489028,-1.223408000240572,0.05575718659029389,-0.2762260806894839,0.8305913675606809,0
2023-08-10,0.8823354697141896,-0.09800076400893422,0.8674047132352787,-2.7018995220852555,-2.6753405032837665,1.6971107849540925,-1.4927749919382935,1.9136314992292836,-0.7849140460452119,0.6608135873987323,-1.4557843129044203,0.13259159744147173,-1.606183988102665,-1.0438507864171693,-1.1621633150939221,0.39898126234898224,-0.18763261339678314,0.04961898322317581,-0.791082538406175,-0.9216183565493168,-0.7522055336823631,-0.8721138417628962,-0.12271972508195704,-0.7264784174970148,-1.9129431256246716,-0.1930636055428991,0.17918227359710273,-0.07990684824723232,0
2023-08-11,1.9394836543655025,-0.9620074997611708,1.937851798883076,1.0823975849042766,1.0609108892332177,0.6555247938709362,-1.4787701969132683,0.5184658811558421,-1.6652122927173854,-1.330663802640419,0.39096331199782275,-1.206538283612464,0.36069580583218896,0.20683111557491904,-0.4863465655040062,1.390995344987503,-0.18763261339678314,-0.02480949161158741,-0.4921552016619985,-0.4876060083682409,0.18674133578434854,-0.41802894884623953,1.6337838147274677,0.56666782716972,1.1078774236770983,-0.27130913766025544,0.3099662112383789,0.9361563780891341,0
