현재가,거래량,체결시간,시가,고가,저가,전일종가
31.60,4,20231027141500,31.60,31.60,31.60,-1.31
-29.90,2,20231027111500,-29.70,-29.90,-29.70,
-30.30,1,20231027084500,-30.30,-30.30,-30.30,
31.05,2,20231026150000,+31.60,+31.60,31.05,
-30.50,2,20231026144500,-30.50,-30.50,-30.50,
+31.50,1,20231026141500,+31.50,+31.50,+31.50,
-30.90,5,20231026133000,-30.90,-30.90,-30.90,
-30.10,1,20231026111500,-30.10,-30.10,-30.10,
-28.50,5,20231026094500,-28.70,-28.70,-28.50,
-27.40,3,20231026090000,-27.65,-27.65,-27.40,
22.00,2,20231025141500,22.00,22.00,22.00,
+22.70,1,20231025130000,+22.70,+22.70,+22.70,
+22.55,1,20231025124500,+22.55,+22.55,+22.55,
-21.35,2,20231025111500,-21.35,-21.35,-21.35,
+22.15,4,20231025100000,-21.85,+22.15,-21.85,
21.30,2,20231024153000,+21.50,+21.50,21.30,
21.30,2,20231024151500,21.30,21.30,21.30,
+21.70,1,20231024143000,+21.70,+21.70,+21.70,
+22.30,3,20231024140000,+22.90,+22.90,+22.30,
+23.95,1,20231024111500,+23.95,+23.95,+23.95,
+23.50,1,20231024091500,+23.50,+23.50,+23.50,
23.80,4,20231023151500,-23.65,23.80,-23.65,
+24.20,5,20231023150000,+24.00,+24.20,+24.00,
+24.15,4,20231023144500,+24.30,+24.30,+24.00,
+24.05,3,20231023143000,+24.05,+24.05,+24.05,
-23.50,1,20231023111500,-23.50,-23.50,-23.50,
-22.45,1,20231023100000,-22.45,-22.45,-22.45,
-22.20,3,20231023093000,-23.10,-23.10,-22.05,
-23.10,1,20231023091500,-23.10,-23.10,-23.10,
-22.40,1,20231023090000,-22.40,-22.40,-22.40,
-22.50,6,20231023084500,-22.85,-22.85,-22.50,
21.95,1,20231020150000,21.95,21.95,21.95,
-20.90,1,20231020144500,-20.90,-20.90,-20.90,
-20.90,1,20231020120000,-20.90,-20.90,-20.90,
+22.50,2,20231020113000,+22.50,+22.50,+22.50,
+22.50,1,20231020093000,+22.50,+22.50,+22.50,
-21.00,15,20231020090000,-20.80,-21.00,-20.80,
-20.30,70,20231020084500,-19.00,-20.30,-19.00,
17.15,5,20231019144500,17.15,17.15,17.15,
+17.20,3,20231019143000,+17.20,+17.20,+17.20,
17.15,1,20231019134500,17.15,17.15,17.15,
-17.00,12,20231019131500,-16.95,-17.00,-16.95,
-16.85,1,20231019130000,-16.85,-16.85,-16.85,
-16.95,11,20231019124500,-16.80,-16.95,-16.80,
+17.20,2,20231019121500,-17.00,+17.20,-17.00,
-17.00,12,20231019120000,-16.90,-17.00,-16.90,
-16.65,10,20231019114500,-16.65,-16.65,-16.65,
-16.80,1,20231019113000,-16.80,-16.80,-16.80,
-16.45,12,20231019111500,-16.35,-16.50,-16.35,
-15.85,10,20231019110000,-16.15,-16.15,-15.85,
-16.05,9,20231019104500,-15.90,-16.20,-15.85,
-15.90,9,20231019103000,-15.35,-15.95,-15.15,
-15.35,12,20231019101500,-15.50,-15.60,-15.30,
-15.55,14,20231019100000,-15.90,-16.00,-15.55,
-15.55,19,20231019094500,-16.20,-16.20,-15.55,
-16.10,29,20231019093000,-16.60,-16.60,-16.10,
-16.40,37,20231019091500,-16.70,-16.70,-16.15,
-16.45,23,20231019090000,-15.55,-16.50,-15.35,
-15.55,5,20231019084500,-15.05,-15.55,-15.05,
11.75,2,20231018151500,11.75,11.75,11.75,
-11.65,2,20231018150000,-11.65,-11.65,-11.65,
+11.80,4,20231018144500,+11.95,+11.95,+11.80,
+12.05,16,20231018143000,+12.00,+12.05,+11.85,
+12.20,11,20231018141500,+12.00,+12.20,+12.00,
+12.15,10,20231018140000,+12.05,+12.15,+12.05,
-11.65,3,20231018134500,-11.70,-11.70,-11.65,
11.75,10,20231018133000,+11.85,+11.85,-11.60,
+11.85,5,20231018131500,-11.65,+11.85,-11.65,
+11.85,2,20231018130000,-11.65,+11.85,-11.65,
+11.80,1,20231018124500,+11.80,+11.80,+11.80,
+11.80,9,20231018123000,+11.85,+11.95,-11.70,
+11.80,5,20231018121500,+11.80,+11.85,+11.80,
-11.70,5,20231018120000,-11.55,-11.70,-11.55,
+11.95,12,20231018114500,+12.15,+12.15,+11.90,
+11.90,1,20231018113000,+11.90,+11.90,+11.90,
11.75,8,20231018110000,+12.20,+12.20,11.75,
+12.55,8,20231018104500,+12.55,+12.55,+12.35,
+12.55,5,20231018103000,+12.15,+12.55,+12.15,
+12.45,1,20231018101500,+12.45,+12.45,+12.45,
+12.85,7,20231018094500,+12.65,+12.85,+12.35,
+12.75,5,20231018093000,+12.65,+12.95,+12.65,
+13.05,12,20231018091500,+13.45,+13.55,+12.75,
+13.35,13,20231018090000,+13.45,+13.75,+12.95,
+13.75,7,20231018084500,+13.25,+13.75,+13.25,
12.65,6,20231017141500,+12.85,+12.85,12.65,
+12.90,8,20231017140000,+13.00,+13.00,+12.85,
+12.70,8,20231017134500,-12.60,+12.70,-12.50,
-12.55,4,20231017133000,-12.45,-12.55,-12.45,
-12.60,14,20231017131500,12.65,+12.70,-12.45,
+12.90,11,20231017130000,+12.80,+12.90,+12.75,
+12.85,2,20231017124500,+13.10,+13.10,+12.85,
+12.85,25,20231017123000,-12.55,+12.85,-12.35,
+12.75,2,20231017121500,+12.70,+12.75,+12.70,
+14.00,6,20231017111500,+14.00,+14.00,+14.00,
+14.50,1,20231017101500,+14.50,+14.50,+14.50,
+14.50,1,20231017100000,+14.50,+14.50,+14.50,
+14.65,1,20231017090000,+14.65,+14.65,+14.65,
+14.10,1,20231017084500,+14.10,+14.10,+14.10,
16.45,3,20231016151500,-16.40,16.45,-16.40,
+17.10,5,20231016113000,+17.10,+17.10,+17.10,
+16.65,2,20231016104500,+16.65,+16.65,+16.65,
-15.85,1,20231016100000,-15.85,-15.85,-15.85,
-15.80,2,20231016093000,-15.85,-15.85,-15.80,
-15.50,2,20231016091500,-15.15,-15.50,-15.15,
-15.00,1,20231016090000,-15.00,-15.00,-15.00,
-15.50,1,20231016084500,-15.50,-15.50,-15.50,
14.30,2,20231013141500,+14.35,+14.35,14.30,
+14.50,2,20231013134500,+14.40,+14.50,+14.40,
-13.90,1,20231013121500,-13.90,-13.90,-13.90,
-13.60,1,20231013110000,-13.60,-13.60,-13.60,
-14.00,2,20231013093000,-13.80,-14.00,-13.80,
-14.15,8,20231013091500,-13.50,+14.50,-13.50,
-13.90,4,20231013090000,+14.75,+14.75,-13.90,
+14.55,5,20231013084500,+14.70,+14.70,+14.55,
12.10,3,20231012151500,12.10,12.10,12.10,
+12.35,3,20231012150000,+12.95,+12.95,+12.35,
+13.20,4,20231012144500,+12.90,+13.20,+12.90,
+12.90,2,20231012143000,+12.85,+12.90,+12.85,
+13.10,6,20231012134500,+13.00,+13.10,+13.00,
+13.00,2,20231012133000,+13.00,+13.00,+13.00,
+12.85,4,20231012131500,+12.65,+12.85,+12.60,
+12.80,6,20231012130000,+12.75,+12.80,+12.75,
+12.65,5,20231012124500,+12.80,+12.80,+12.65,
+12.80,4,20231012123000,+12.85,+12.85,+12.80,
+12.90,2,20231012121500,+12.90,+12.90,+12.90,
+13.20,3,20231012114500,+13.20,+13.20,+13.20,
+13.05,1,20231012113000,+13.05,+13.05,+13.05,
+13.00,1,20231012111500,+13.00,+13.00,+13.00,
+12.60,3,20231012104500,+12.60,+12.60,+12.60,
+12.70,2,20231012103000,+12.70,+12.70,+12.70,
+12.65,1,20231012101500,+12.65,+12.65,+12.65,
+12.95,3,20231012093000,+12.70,+12.95,+12.70,
+12.90,2,20231012091500,+12.95,+12.95,+12.90,
+13.20,4,20231012090000,+12.50,+13.20,+12.40,
+13.90,7,20231012084500,+13.20,+13.90,+13.20,
15.45,1,20231011153000,15.45,15.45,15.45,
-15.10,3,20231011150000,-14.95,-15.15,-14.95,
-14.25,3,20231011144500,-14.50,-14.50,-14.25,
-14.40,15,20231011143000,-14.30,-14.50,-14.30,
-14.50,1,20231011140000,-14.50,-14.50,-14.50,
-13.50,5,20231011131500,-13.50,-13.50,-13.50,
-13.50,1,20231011130000,-13.50,-13.50,-13.50,
-14.15,1,20231011113000,-14.15,-14.15,-14.15,
-14.55,1,20231011110000,-14.55,-14.55,-14.55,
-14.65,1,20231011101500,-14.65,-14.65,-14.65,
-14.80,12,20231011094500,-14.60,-14.80,-14.50,
-14.70,16,20231011093000,-14.80,-14.80,-14.60,
+15.65,6,20231011091500,-15.10,+15.65,-15.10,
-14.95,18,20231011090000,-15.05,-15.05,-14.90,
+16.55,1,20231011084500,+16.55,+16.55,+16.55,
20.05,2,20231010151500,20.05,20.05,20.05,
-19.95,11,20231010150000,-19.75,20.05,-19.65,
-19.80,10,20231010144500,-19.30,-19.80,-19.30,
-19.20,10,20231010143000,-19.60,-19.80,-19.20,
+20.10,10,20231010141500,-19.95,+20.10,-19.95,
-19.90,14,20231010140000,-19.15,-19.90,-19.15,
-19.10,13,20231010134500,-19.25,-19.35,-19.10,
-19.20,2,20231010133000,-19.05,-19.20,-19.05,
-18.00,4,20231010123000,-17.95,-18.00,-17.95,
-18.00,1,20231010121500,-18.00,-18.00,-18.00,
-16.85,1,20231010101500,-16.85,-16.85,-16.85,
-16.40,7,20231010094500,-15.80,-16.40,-15.80,
-15.65,18,20231010093000,-15.55,-15.70,-15.55,
-15.65,43,20231010091500,-16.20,-16.20,-15.40,
-17.10,10,20231010090000,-17.10,-17.10,-16.80,
-16.90,15,20231010084500,-16.65,-16.90,-16.55,
20.70,4,20231006151500,-20.65,20.70,-20.65,
-20.60,26,20231006150000,+21.00,+21.00,-20.50,
+21.20,8,20231006144500,+21.20,+21.20,+21.00,
+20.95,3,20231006143000,-20.65,+20.95,-20.65,
-20.55,4,20231006141500,-20.50,-20.55,-20.50,
20.70,6,20231006140000,-20.40,20.70,-20.40,
20.70,2,20231006134500,+20.80,+20.80,20.70,
-20.60,4,20231006133000,-20.60,-20.60,-20.60,
-20.60,4,20231006131500,-20.40,-20.60,-20.40,
-20.40,3,20231006130000,-20.40,-20.45,-20.40,
20.70,2,20231006124500,20.70,20.70,20.70,
+20.85,3,20231006123000,20.70,+20.85,20.70,
+20.80,3,20231006121500,+20.75,+20.80,+20.75,
+20.80,8,20231006120000,-20.20,+20.80,-20.20,
-20.30,2,20231006114500,-20.30,-20.30,-20.30,
+21.20,1,20231006111500,+21.20,+21.20,+21.20,
20.70,1,20231006110000,20.70,20.70,20.70,
-20.40,1,20231006104500,-20.40,-20.40,-20.40,
-20.40,4,20231006103000,-20.60,-20.60,-20.20,
-20.50,2,20231006101500,-20.30,-20.50,-20.30,
-20.00,6,20231006100000,-20.00,-20.10,-20.00,
-20.00,2,20231006094500,-20.00,-20.00,-20.00,
-19.40,11,20231006091500,-19.40,-19.40,-19.40,
-20.40,24,20231006090000,-20.40,-20.40,-20.10,
20.40,2,20231005141500,-20.30,20.40,-20.30,
-19.80,1,20231005101500,-19.80,-19.80,-19.80,
20.25,1,20231004134500,20.25,20.25,20.25,
+20.55,25,20231004133000,+21.00,+21.00,+20.55,
14.25,1,20230927144500,14.25,14.25,14.25,
+15.10,1,20230927114500,+15.10,+15.10,+15.10,
+14.35,72,20230927103000,+14.35,+14.35,+14.35,
14.15,1,20230926114500,14.15,14.15,14.15,
10.75,1,20230925153000,10.75,10.75,10.75,
+11.10,1,20230925150000,+11.10,+11.10,+11.10,
10.75,3,20230925140000,+10.80,+10.80,10.75,
+11.60,1,20230925111500,+11.60,+11.60,+11.60,
-10.55,1,20230925100000,-10.55,-10.55,-10.55,
+10.85,2,20230925093000,+10.80,+10.85,+10.80,
+10.85,1,20230925091500,+10.85,+10.85,+10.85,
+11.55,1,20230925090000,+11.55,+11.55,+11.55,
11.05,6,20230922150000,-11.00,11.05,-11.00,
-10.90,15,20230922144500,-10.75,-10.90,-10.75,
-10.95,4,20230922143000,-10.95,-10.95,-10.95,
+11.10,1,20230922141500,+11.10,+11.10,+11.10,
+11.40,3,20230922114500,+11.40,+11.45,+11.40,
+11.35,11,20230922113000,+11.25,+11.35,+11.25,
+11.30,4,20230922111500,+11.20,+11.30,+11.20,
+11.35,1,20230922110000,+11.35,+11.35,+11.35,
+11.80,5,20230922104500,+11.60,+11.80,+11.60,
+11.90,1,20230922103000,+11.90,+11.90,+11.90,
+12.70,1,20230922100000,+12.70,+12.70,+12.70,
+12.75,2,20230922093000,+12.75,+12.75,+12.75,
+13.00,2,20230922091500,+13.00,+13.00,+13.00,
+12.60,4,20230922090000,+12.40,+12.60,+12.30,
+13.20,1,20230922084500,+13.20,+13.20,+13.20,
10.20,8,20230921153000,+10.30,+10.30,-10.15,
+10.25,16,20230921151500,+10.25,+10.30,10.20,
10.20,5,20230921150000,-10.15,+10.25,-10.15,
-10.10,6,20230921131500,-10.10,-10.15,-10.10,
-9.85,1,20230921124500,-9.85,-9.85,-9.85,
-8.85,1,20230921101500,-8.85,-8.85,-8.85,
-8.83,2,20230921100000,-8.76,-8.83,-8.76,
-8.83,2,20230921094500,-8.80,-8.83,-8.80,
-7.79,4,20230921091500,-7.62,-7.79,-7.62,
-7.89,4,20230921084500,-7.89,-7.89,-7.89,
6.52,1,20230920153000,6.52,6.52,6.52,
+6.60,1,20230920150000,+6.60,+6.60,+6.60,
+7.06,1,20230920143000,+7.06,+7.06,+7.06,
+7.09,2,20230920133000,+7.04,+7.09,+7.04,
+7.04,6,20230920130000,+6.92,+7.04,+6.92,
+6.83,1,20230920114500,+6.83,+6.83,+6.83,
+6.82,3,20230920104500,+6.82,+6.82,+6.82,
+6.82,1,20230920103000,+6.82,+6.82,+6.82,
+6.55,1,20230920100000,+6.55,+6.55,+6.55,
-6.50,5,20230920091500,+6.53,+6.54,-6.50,
+6.67,14,20230920090000,-6.51,+6.67,-6.47,
+6.76,6,20230920084500,+6.66,+6.76,+6.66,
6.58,4,20230919153000,+6.79,+6.79,6.58,
+6.72,2,20230919150000,+6.72,+6.72,+6.72,
+6.76,5,20230919144500,+6.93,+6.93,+6.76,
+6.72,1,20230919133000,+6.72,+6.72,+6.72,
-6.36,3,20230919124500,-6.33,-6.36,-6.33,
-6.35,4,20230919123000,-6.33,-6.35,-6.33,
-6.36,15,20230919121500,-6.44,-6.44,-6.31,
-6.42,13,20230919120000,-6.38,-6.42,-6.31,
-6.17,10,20230919111500,-6.04,-6.17,-6.04,
-6.01,5,20230919110000,-6.07,-6.07,-6.01,
-6.12,25,20230919104500,-6.10,-6.12,-6.10,
-6.19,1,20230919103000,-6.19,-6.19,-6.19,
-6.06,7,20230919101500,-6.06,-6.06,-6.06,
-5.93,13,20230919094500,-5.72,-5.94,-5.72,
-5.58,1,20230919093000,-5.58,-5.58,-5.58,
-5.58,2,20230919090000,-5.58,-5.58,-5.58,
-5.46,2,20230919084500,-5.50,-5.50,-5.46,
5.53,1,20230918154500,5.53,5.53,5.53,
+5.58,11,20230918153000,+5.60,+5.60,+5.58,
+5.55,11,20230918151500,+5.60,+5.60,+5.55,
+5.58,6,20230918150000,+5.54,+5.59,+5.54,
-5.38,2,20230918131500,-5.36,-5.38,-5.36,
-5.48,7,20230918124500,-5.44,-5.50,-5.44,
-5.44,9,20230918123000,-5.45,-5.46,-5.43,
-5.25,2,20230918111500,-5.30,-5.30,-5.25,
-5.19,3,20230918103000,-5.20,-5.20,-5.19,
-4.90,1,20230918100000,-4.90,-4.90,-4.90,
-4.92,2,20230918094500,-4.94,-4.94,-4.92,
-4.80,6,20230918093000,-4.91,-4.91,-4.80,
-5.00,9,20230918091500,-4.80,-5.00,-4.80,
-4.60,15,20230918090000,-4.69,-4.69,-4.44,
-4.77,1,20230918084500,-4.77,-4.77,-4.77,
4.03,1,20230915154500,4.03,4.03,4.03,
+4.10,1,20230915153000,+4.10,+4.10,+4.10,
+4.10,7,20230915151500,+4.04,+4.10,4.03,
+4.07,20,20230915150000,-3.93,+4.07,-3.93,
-3.90,4,20230915144500,-3.90,-3.90,-3.90,
-3.94,1,20230915143000,-3.94,-3.94,-3.94,
-3.98,5,20230915141500,-3.99,-3.99,-3.98,
-3.91,20,20230915140000,-3.88,-3.93,-3.87,
-3.69,1,20230915134500,-3.69,-3.69,-3.69,
-3.74,15,20230915133000,-3.80,-3.81,-3.73,
-3.82,1,20230915131500,-3.82,-3.82,-3.82,
-3.90,1,20230915124500,-3.90,-3.90,-3.90,
-3.89,9,20230915123000,-3.98,-4.00,-3.89,
-3.89,11,20230915121500,-3.85,-3.91,-3.85,
-3.88,1,20230915120000,-3.88,-3.88,-3.88,
-3.98,4,20230915113000,-4.00,-4.00,-3.98,
-4.02,6,20230915111500,-4.00,-4.02,-4.00,
+4.19,2,20230915110000,+4.20,+4.20,+4.19,
+4.47,3,20230915103000,+4.47,+4.60,+4.47,
+4.49,6,20230915101500,+4.40,+4.50,+4.40,
+4.54,15,20230915100000,+4.62,+4.62,+4.54,
+4.63,8,20230915094500,+4.75,+4.75,+4.61,
+4.88,8,20230915093000,+4.86,+4.88,+4.77,
+5.21,8,20230915091500,+5.25,+5.35,+5.21,
+5.13,8,20230915090000,+5.28,+5.28,+5.07,
+5.38,2,20230915084500,+5.30,+5.38,+5.30,
5.80,2,20230914151500,+5.83,+5.83,5.80,
+6.12,4,20230914144500,+6.16,+6.16,+6.12,
+6.16,1,20230914143000,+6.16,+6.16,+6.16,
+6.20,1,20230914134500,+6.20,+6.20,+6.20,
+6.66,57,20230914124500,+6.59,+6.66,+6.59,
+6.43,96,20230914123000,+6.58,+6.59,+6.43,
+6.78,1,20230914121500,+6.78,+6.78,+6.78,
+7.01,1,20230914111500,+7.01,+7.01,+7.01,
+6.75,1,20230914104500,+6.75,+6.75,+6.75,
7.70,1,20230913093000,7.70,7.70,7.70,
