현재가,거래량,체결시간,시가,고가,저가,전일종가
39.05,1,20231027144500,39.05,39.05,39.05,-1.90
37.60,1,20231026123000,37.60,37.60,37.60,
-36.40,1,20231026103000,-36.40,-36.40,-36.40,
28.95,1,20231024143000,28.95,28.95,28.95,
19.10,4,20231018094500,19.10,19.10,19.10,
20.40,1,20231017110000,20.40,20.40,20.40,
25.35,1,20231016133000,25.35,25.35,25.35,
-24.75,1,20231016130000,-24.75,-24.75,-24.75,
21.25,2,20231013140000,21.25,21.25,21.25,
-20.55,1,20231013114500,-20.55,-20.55,-20.55,
19.50,1,20231012134500,19.50,19.50,19.50,
+19.70,1,20231012114500,+19.70,+19.70,+19.70,
-19.45,1,20231012113000,-19.45,-19.45,-19.45,
23.00,1,20231010091500,23.00,23.00,23.00,
27.90,1,20231004153000,27.90,27.90,27.90,
+28.05,72,20231004100000,+28.05,+28.05,+28.05,
20.45,1,20230926114500,20.45,20.45,20.45,
15.15,1,20230921124500,15.15,15.15,15.15,
-14.25,72,20230921110000,-14.25,-14.25,-14.25,
11.10,1,20230920123000,11.10,11.10,11.10,
+11.50,1,20230920104500,+11.50,+11.50,+11.50,
+11.30,1,20230920103000,+11.30,+11.30,+11.30,
10.15,1,20230919110000,10.15,10.15,10.15,
-9.72,1,20230919093000,-9.72,-9.72,-9.72,
9.51,1,20230918133000,9.51,9.51,9.51,
-9.45,1,20230918120000,-9.45,-9.45,-9.45,
-9.02,3,20230918111500,-9.08,-9.08,-9.02,
7.37,1,20230915153000,7.37,7.37,7.37,
-7.23,3,20230915151500,-7.23,-7.23,-7.23,
-7.15,6,20230915150000,-7.14,-7.15,-7.14,
-7.03,4,20230915144500,-7.02,-7.03,-7.02,
-7.13,8,20230915143000,-7.08,-7.13,-7.08,
-7.09,6,20230915141500,-7.13,-7.13,-7.09,
-7.11,6,20230915140000,-7.10,-7.11,-7.10,
-7.04,6,20230915131500,-7.01,-7.06,-7.01,
-7.05,28,20230915130000,-7.03,-7.10,-7.03,
-6.98,17,20230915123000,-7.08,-7.14,-6.98,
-7.00,5,20230915121500,-6.86,-7.00,-6.86,
-7.06,1,20230915120000,-7.06,-7.06,-7.06,
-7.14,9,20230915114500,-7.13,-7.16,-7.13,
-7.20,4,20230915113000,-7.09,-7.20,-7.09,
-7.10,33,20230915111500,+7.46,+7.46,-7.10,
+7.49,32,20230915110000,-7.35,+7.59,-7.35,
+7.70,6,20230915104500,+7.71,+7.71,+7.70,
+8.16,2,20230915103000,+8.16,+8.16,+8.16,
+8.00,10,20230915101500,+7.77,+8.00,+7.77,
+8.16,4,20230915094500,+8.16,+8.16,+8.16,
+8.60,2,20230915093000,+8.59,+8.60,+8.59,
10.65,8,20230914123000,10.65,10.65,10.65,
13.00,1,20230907091500,13.00,13.00,13.00,
10.70,1,20230905094500,10.70,10.70,10.70,
10.70,1,20230905090000,10.70,10.70,10.70,
10.70,1,20230904144500,10.70,10.70,10.70,
17.30,1,20230828084500,17.30,17.30,17.30,
