현재가,거래량,체결시간,시가,고가,저가,전일종가
18.55,2,20231027134500,18.55,18.55,18.55,-1.31
+19.25,2,20231027131500,+19.70,+19.70,+19.25,
+19.20,1,20231027130000,+19.20,+19.20,+19.20,
+19.20,2,20231027124500,+19.05,+19.20,+19.05,
-18.30,1,20231027121500,-18.30,-18.30,-18.30,
-17.15,6,20231027113000,-17.30,-17.30,-17.15,
-17.30,19,20231027111500,-17.50,-17.50,-17.30,
-17.50,8,20231027110000,-17.70,-17.70,-17.50,
-17.60,5,20231027104500,-17.70,-17.70,-17.60,
-18.00,3,20231027103000,-18.00,-18.00,-18.00,
-17.90,10,20231027101500,+18.90,+18.90,-17.90,
+19.00,13,20231027100000,+19.30,+19.40,+18.80,
+19.00,2,20231027094500,+18.90,+19.00,+18.90,
-18.35,1,20231027093000,-18.35,-18.35,-18.35,
+18.90,2,20231027091500,+18.90,+18.90,+18.90,
-18.40,5,20231027090000,-18.20,-18.40,-17.70,
19.30,2,20231026153000,19.30,19.30,19.30,
-19.05,4,20231026151500,-19.05,-19.05,-19.00,
-18.70,21,20231026150000,-18.50,-19.05,-18.50,
-18.55,181,20231026144500,-18.80,-18.80,-18.10,
-19.00,5,20231026143000,-19.00,-19.00,-18.75,
-19.25,3,20231026141500,-18.95,-19.25,-18.95,
-19.05,5,20231026140000,-18.60,-19.05,-18.50,
-18.80,4,20231026134500,-18.80,-18.80,-18.80,
-18.75,1,20231026133000,-18.75,-18.75,-18.75,
-18.45,2,20231026131500,-18.50,-18.50,-18.45,
-18.15,3,20231026124500,-18.10,-18.15,-18.10,
-18.15,5,20231026123000,-18.00,-18.15,-18.00,
-18.25,6,20231026121500,-18.35,-18.35,-18.25,
-18.10,8,20231026120000,-18.25,-18.25,-18.05,
-17.75,9,20231026114500,-17.70,-17.75,-17.60,
-18.10,11,20231026113000,-18.20,-18.20,-18.00,
-18.15,7,20231026111500,-17.70,-18.15,-17.70,
-17.40,3,20231026110000,-17.20,-17.40,-17.20,
-16.80,9,20231026104500,-16.80,-16.80,-16.80,
-16.10,6,20231026103000,-16.80,-16.80,-16.05,
-16.80,10,20231026101500,-16.85,-17.00,-16.70,
-17.00,2,20231026100000,-16.70,-17.00,-16.70,
-16.50,4,20231026094500,-16.60,-16.60,-16.50,
-16.30,66,20231026093000,-16.00,-16.60,-15.90,
-16.00,18,20231026091500,-16.00,-16.00,-15.55,
-15.65,15,20231026090000,-16.20,-16.20,-15.30,
-16.25,144,20231026084500,-15.95,-16.40,-15.50,
11.30,1,20231025153000,11.30,11.30,11.30,
+11.40,6,20231025151500,+11.35,+11.40,+11.35,
-11.25,4,20231025144500,+11.45,+11.45,-11.15,
-10.75,2,20231025141500,-10.75,-10.75,-10.75,
