일자,종목코드,종목명,선물가격,현물가격,선물이론가격,시장베이시스,이론베이시스,괴리율
"2023/01/31","101T9000","코스피200 F 202309","322.50","317.26","322.49","5.24","5.23","0.00"
"2023/01/31","101TC000","코스피200 F 202312","324.50","317.26","324.52","7.24","7.26","-0.01"
"2023/01/31","101V6000","코스피200 F 202406","323.85","317.26","324.49","6.59","7.23","-0.20"
"2023/01/31","101VC000","코스피200 F 202412","329.95","317.26","328.17","12.69","10.91","0.54"
"2023/01/31","101WC000","코스피200 F 202512","0.00","317.26","331.54",,"14.28",
"2023/01/30","101T3000","코스피200 F 202303","323.85","322.67","323.89","1.18","1.22","-0.01"
"2023/01/30","101T6000","코스피200 F 202306","325.60","322.67","325.99","2.93","3.32","-0.12"
"2023/01/30","101T9000","코스피200 F 202309","329.00","322.67","328.05","6.33","5.38","0.29"
"2023/01/30","101TC000","코스피200 F 202312","329.80","322.67","330.13","7.13","7.46","-0.10"
"2023/01/30","101V6000","코스피200 F 202406","328.75","322.67","330.20","6.08","7.53","-0.44"
"2023/01/30","101VC000","코스피200 F 202412","0.00","322.67","333.97",,"11.30",
"2023/01/30","101WC000","코스피200 F 202512","333.10","322.67","337.55","10.43","14.88","-1.32"
"2023/01/27","101T3000","코스피200 F 202303","328.75","327.98","329.32","0.77","1.34","-0.17"
"2023/01/27","101T6000","코스피200 F 202306","330.95","327.98","331.49","2.97","3.51","-0.16"
"2023/01/27","101T9000","코스피200 F 202309","333.60","327.98","333.62","5.62","5.64","-0.01"
"2023/01/27","101TC000","코스피200 F 202312","335.05","327.98","335.76","7.07","7.78","-0.21"
"2023/01/27","101V6000","코스피200 F 202406","336.00","327.98","335.95","8.02","7.97","0.01"
"2023/01/27","101VC000","코스피200 F 202412","0.00","327.98","339.86",,"11.88",
"2023/01/27","101WC000","코스피200 F 202512","338.60","327.98","343.68","10.62","15.70","-1.48"
"2023/01/26","101T3000","코스피200 F 202303","326.65","325.57","326.94","1.08","1.37","-0.09"
"2023/01/26","101T6000","코스피200 F 202306","328.60","325.57","329.08","3.03","3.51","-0.15"
"2023/01/26","101T9000","코스피200 F 202309","329.55","325.57","331.19","3.98","5.62","-0.50"
"2023/01/26","101TC000","코스피200 F 202312","332.30","325.57","333.31","6.73","7.74","-0.30"
"2023/01/26","101V6000","코스피200 F 202406","0.00","325.57","333.49",,"7.92",
"2023/01/26","101VC000","코스피200 F 202412","0.00","325.57","337.35",,"11.78",
"2023/01/26","101WC000","코스피200 F 202512","337.55","325.57","341.12","11.98","15.55","-1.05"
"2023/01/25","101T3000","코스피200 F 202303","322.55","320.76","322.14","1.79","1.38","0.13"
"2023/01/25","101T6000","코스피200 F 202306","324.20","320.76","324.25","3.44","3.49","-0.02"
"2023/01/25","101T9000","코스피200 F 202309","326.30","320.76","326.32","5.54","5.56","-0.01"
"2023/01/25","101TC000","코스피200 F 202312","0.00","320.76","328.41",,"7.65",
"2023/01/25","101V6000","코스피200 F 202406","0.00","320.76","328.51",,"7.75",
"2023/01/25","101VC000","코스피200 F 202412","0.00","320.76","332.30",,"11.54",
"2023/01/25","101WC000","코스피200 F 202512","327.80","320.76","335.93","7.04","15.17","-2.42"
"2023/01/20","101T3000","코스피200 F 202303","316.85","315.58","317.10","1.27","1.52","-0.08"
"2023/01/20","101T6000","코스피200 F 202306","318.90","315.58","319.17","3.32","3.59","-0.08"
"2023/01/20","101T9000","코스피200 F 202309","320.80","315.58","321.20","5.22","5.62","-0.12"
"2023/01/20","101TC000","코스피200 F 202312","0.00","315.58","323.25",,"7.67",
"2023/01/20","101V6000","코스피200 F 202406","0.00","315.58","323.27",,"7.69",
"2023/01/20","101VC000","코스피200 F 202412","0.00","315.58","326.98",,"11.40",
"2023/01/20","101WC000","코스피200 F 202512","0.00","315.58","330.45",,"14.87",
"2023/01/19","101T3000","코스피200 F 202303","314.75","313.81","315.36","0.94","1.55","-0.19"
"2023/01/19","101T6000","코스피200 F 202306","316.75","313.81","317.43","2.94","3.62","-0.21"
"2023/01/19","101T9000","코스피200 F 202309","318.60","313.81","319.46","4.79","5.65","-0.27"
"2023/01/19","101TC000","코스피200 F 202312","319.05","313.81","321.51","5.24","7.70","-0.77"
"2023/01/19","101V6000","코스피200 F 202406","0.00","313.81","321.52",,"7.71",
"2023/01/19","101VC000","코스피200 F 202412","0.00","313.81","325.23",,"11.42",
"2023/01/19","101WC000","코스피200 F 202512","323.85","313.81","328.69","10.04","14.88","-1.47"
"2023/01/18","101T3000","코스피200 F 202303","313.70","311.91","313.50","1.79","1.59","0.06"
"2023/01/18","101T6000","코스피200 F 202306","315.50","311.91","315.57","3.59","3.66","-0.02"
"2023/01/18","101T9000","코스피200 F 202309","316.20","311.91","317.61","4.29","5.70","-0.44"
"2023/01/18","101TC000","코스피200 F 202312","318.10","311.91","319.66","6.19","7.75","-0.49"
"2023/01/18","101V6000","코스피200 F 202406","0.00","311.91","319.69",,"7.78",
"2023/01/18","101VC000","코스피200 F 202412","0.00","311.91","323.41",,"11.50",
"2023/01/18","101WC000","코스피200 F 202512","324.00","311.91","326.88","12.09","14.97","-0.88"
"2023/01/17","101T3000","코스피200 F 202303","315.55","313.75","315.40","1.80","1.65","0.05"
"2023/01/17","101T6000","코스피200 F 202306","317.25","313.75","317.53","3.50","3.78","-0.09"
"2023/01/17","101T9000","코스피200 F 202309","320.00","313.75","319.63","6.25","5.88","0.12"
"2023/01/17","101TC000","코스피200 F 202312","320.10","313.75","321.73","6.35","7.98","-0.51"
"2023/01/17","101V6000","코스피200 F 202406","0.00","313.75","321.87",,"8.12",
"2023/01/17","101VC000","코스피200 F 202412","0.00","313.75","325.70",,"11.95",
"2023/01/17","101WC000","코스피200 F 202512","0.00","313.75","329.39",,"15.64",
"2023/01/16","101T3000","코스피200 F 202303","317.70","316.04","317.75","1.66","1.71","-0.02"
"2023/01/16","101T6000","코스피200 F 202306","319.75","316.04","319.91","3.71","3.87","-0.05"
"2023/01/16","101T9000","코스피200 F 202309","321.50","316.04","322.05","5.46","6.01","-0.17"
"2023/01/16","101TC000","코스피200 F 202312","323.40","316.04","324.19","7.36","8.15","-0.24"
"2023/01/16","101V6000","코스피200 F 202406","323.80","316.04","324.40","7.76","8.36","-0.18"
"2023/01/16","101VC000","코스피200 F 202412","328.10","316.04","328.31","12.06","12.27","-0.06"
"2023/01/16","101WC000","코스피200 F 202512","0.00","316.04","332.15",,"16.11",
"2023/01/13","101T3000","코스피200 F 202303","315.30","313.77","315.60","1.53","1.83","-0.10"
"2023/01/13","101T6000","코스피200 F 202306","317.15","313.77","317.81","3.38","4.04","-0.21"
"2023/01/13","101T9000","코스피200 F 202309","319.00","313.77","319.99","5.23","6.22","-0.31"
"2023/01/13","101TC000","코스피200 F 202312","322.80","313.77","322.17","9.03","8.40","0.20"
"2023/01/13","101V6000","코스피200 F 202406","0.00","313.77","322.46",,"8.69",
"2023/01/13","101VC000","코스피200 F 202412","0.00","313.77","326.45",,"12.68",
"2023/01/13","101WC000","코스피200 F 202512","0.00","313.77","330.43",,"16.66",
"2023/01/12","101T3000","코스피200 F 202303","313.30","310.70","312.54","2.60","1.84","0.24"
"2023/01/12","101T6000","코스피200 F 202306","315.35","310.70","314.72","4.65","4.02","0.20"
"2023/01/12","101T9000","코스피200 F 202309","316.45","310.70","316.87","5.75","6.17","-0.13"
"2023/01/12","101TC000","코스피200 F 202312","318.35","310.70","319.02","7.65","8.32","-0.21"
"2023/01/12","101V6000","코스피200 F 202406","317.90","310.70","319.26","7.20","8.56","-0.43"
"2023/01/12","101VC000","코스피200 F 202412","319.65","310.70","323.18","8.95","12.48","-1.09"
"2023/01/12","101WC000","코스피200 F 202512","0.00","310.70","327.05",,"16.35",
"2023/01/11","101T3000","코스피200 F 202303","312.00","310.38","312.27","1.62","1.89","-0.09"
"2023/01/11","101T6000","코스피200 F 202306","313.85","310.38","314.46","3.47","4.08","-0.19"
"2023/01/11","101T9000","코스피200 F 202309","315.70","310.38","316.62","5.32","6.24","-0.29"
"2023/01/11","101TC000","코스피200 F 202312","317.20","310.38","318.78","6.82","8.40","-0.50"
"2023/01/11","101V6000","코스피200 F 202406","0.00","310.38","319.04",,"8.66",
"2023/01/11","101VC000","코스피200 F 202412","0.00","310.38","322.99",,"12.61",
"2023/01/11","101WC000","코스피200 F 202512","0.00","310.38","326.90",,"16.52",
"2023/01/10","101T3000","코스피200 F 202303","310.90","309.57","311.50","1.33","1.93","-0.19"
"2023/01/10","101T6000","코스피200 F 202306","313.00","309.57","313.71","3.43","4.14","-0.23"
"2023/01/10","101T9000","코스피200 F 202309","314.45","309.57","315.88","4.88","6.31","-0.45"
"2023/01/10","101TC000","코스피200 F 202312","317.20","309.57","318.06","7.63","8.49","-0.27"
"2023/01/10","101V6000","코스피200 F 202406","316.60","309.57","318.35","7.03","8.78","-0.55"
"2023/01/10","101VC000","코스피200 F 202412","0.00","309.57","322.33",,"12.76",
"2023/01/10","101WC000","코스피200 F 202512","0.00","309.57","326.30",,"16.73",
"2023/01/09","101T3000","코스피200 F 202303","311.50","309.69","311.65","1.81","1.96","-0.05"
"2023/01/09","101T6000","코스피200 F 202306","313.25","309.69","313.86","3.56","4.17","-0.19"
"2023/01/09","101T9000","코스피200 F 202309","315.00","309.69","316.04","5.31","6.35","-0.33"
"2023/01/09","101TC000","코스피200 F 202312","316.95","309.69","318.22","7.26","8.53","-0.40"
"2023/01/09","101V6000","코스피200 F 202406","0.00","309.69","318.51",,"8.82",
"2023/01/09","101VC000","코스피200 F 202412","0.00","309.69","322.49",,"12.80",
"2023/01/09","101WC000","코스피200 F 202512","0.00","309.69","326.46",,"16.77",
"2023/01/06","101T3000","코스피200 F 202303","303.25","301.53","303.56","1.72","2.03","-0.10"
"2023/01/06","101T6000","코스피200 F 202306","304.85","301.53","305.72","3.32","4.19","-0.28"
"2023/01/06","101T9000","코스피200 F 202309","306.25","301.53","307.84","4.72","6.31","-0.52"
"2023/01/06","101TC000","코스피200 F 202312","307.45","301.53","309.97","5.92","8.44","-0.81"
"2023/01/06","101V6000","코스피200 F 202406","0.00","301.53","310.16",,"8.63",
"2023/01/06","101VC000","코스피200 F 202412","0.00","301.53","314.04",,"12.51",
"2023/01/06","101WC000","코스피200 F 202512","0.00","301.53","317.81",,"16.28",
"2023/01/05","101T3000","코스피200 F 202303","298.45","297.87","299.91","0.58","2.04","-0.49"
"2023/01/05","101T6000","코스피200 F 202306","300.65","297.87","302.03","2.78","4.16","-0.46"
"2023/01/05","101T9000","코스피200 F 202309","0.00","297.87","304.11",,"6.24",
"2023/01/05","101TC000","코스피200 F 202312","303.45","297.87","306.21","5.58","8.34","-0.90"
"2023/01/05","101V6000","코스피200 F 202406","0.00","297.87","306.32",,"8.45",
"2023/01/05","101VC000","코스피200 F 202412","0.00","297.87","310.13",,"12.26",
"2023/01/05","101WC000","코스피200 F 202512","314.00","297.87","313.76","16.13","15.89","0.08"
"2023/01/04","101T3000","코스피200 F 202303","297.00","295.98","298.04","1.02","2.06","-0.35"
"2023/01/04","101T6000","코스피200 F 202306","298.85","295.98","300.14","2.87","4.16","-0.43"
"2023/01/04","101T9000","코스피200 F 202309","300.65","295.98","302.20","4.67","6.22","-0.51"
"2023/01/04","101TC000","코스피200 F 202312","302.35","295.98","304.28","6.37","8.30","-0.63"
"2023/01/04","101V6000","코스피200 F 202406","301.90","295.98","304.36","5.92","8.38","-0.81"
"2023/01/04","101VC000","코스피200 F 202412","0.00","295.98","308.13",,"12.15",
"2023/01/04","101WC000","코스피200 F 202512","0.00","295.98","311.68",,"15.70",
"2023/01/03","101T3000","코스피200 F 202303","290.95","289.58","291.63","1.37","2.05","-0.23"
"2023/01/03","101T6000","코스피200 F 202306","292.80","289.58","293.67","3.22","4.09","-0.30"
"2023/01/03","101T9000","코스피200 F 202309","294.45","289.58","295.68","4.87","6.10","-0.42"
"2023/01/03","101TC000","코스피200 F 202312","296.35","289.58","297.70","6.77","8.12","-0.45"
"2023/01/03","101V6000","코스피200 F 202406","295.85","289.58","297.67","6.27","8.09","-0.61"
"2023/01/03","101VC000","코스피200 F 202412","299.35","289.58","301.32","9.77","11.74","-0.65"
"2023/01/03","101WC000","코스피200 F 202512","0.00","289.58","304.65",,"15.07",
"2023/01/02","101T3000","코스피200 F 202303","291.25","289.79","291.88","1.46","2.09","-0.22"
"2023/01/02","101T6000","코스피200 F 202306","293.10","289.79","293.93","3.31","4.14","-0.28"
"2023/01/02","101T9000","코스피200 F 202309","294.55","289.79","295.95","4.76","6.16","-0.47"
"2023/01/02","101TC000","코스피200 F 202312","296.90","289.79","297.98","7.11","8.19","-0.36"
"2023/01/02","101V6000","코스피200 F 202406","298.15","289.79","297.96","8.36","8.17","0.06"
"2023/01/02","101VC000","코스피200 F 202412","0.00","289.79","301.64",,"11.85",
"2023/01/02","101WC000","코스피200 F 202512","0.00","289.79","305.00",,"15.21",
"2022/12/29","101T3000","코스피200 F 202303","292.85","291.10","293.32","1.75","2.22","-0.16"
"2022/12/29","101T6000","코스피200 F 202306","294.75","291.10","295.39","3.65","4.29","-0.22"
"2022/12/29","101T9000","코스피200 F 202309","296.10","291.10","297.42","5.00","6.32","-0.44"
"2022/12/29","101TC000","코스피200 F 202312","298.40","291.10","299.46","7.30","8.36","-0.35"
"2022/12/29","101V6000","코스피200 F 202406","298.90","291.10","299.47","7.80","8.37","-0.19"
"2022/12/29","101VC000","코스피200 F 202412","301.50","291.10","303.17","10.40","12.07","-0.55"
"2022/12/29","101WC000","코스피200 F 202512","309.00","291.10","306.59","17.90","15.49","0.79"
"2022/12/28","101T3000","코스피200 F 202303","298.45","297.09","299.39","1.36","2.30","-0.31"
"2022/12/28","101T6000","코스피200 F 202306","300.20","297.09","301.52","3.11","4.43","-0.44"
"2022/12/28","101T9000","코스피200 F 202309","301.65","297.09","303.61","4.56","6.52","-0.65"
"2022/12/28","101TC000","코스피200 F 202312","303.55","297.09","305.72","6.46","8.63","-0.71"
"2022/12/28","101V6000","코스피200 F 202406","0.00","297.09","305.84",,"8.75",
"2022/12/28","101VC000","코스피200 F 202412","309.00","297.09","309.66","11.91","12.57","-0.21"
"2022/12/28","101WC000","코스피200 F 202512","0.00","297.09","313.31",,"16.22",
"2022/12/27","101T3000","코스피200 F 202303","302.30","304.22","301.79","-1.92","-2.43","0.17"
"2022/12/27","101T6000","코스피200 F 202306","304.10","304.22","303.98","-0.12","-0.24","0.04"
"2022/12/27","101T9000","코스피200 F 202309","304.50","304.22","306.14","0.28","1.92","-0.54"
"2022/12/27","101TC000","코스피200 F 202312","0.00","304.22","308.30",,"4.08",
"2022/12/27","101V6000","코스피200 F 202406","306.00","304.22","308.55","1.78","4.33","-0.83"
"2022/12/27","101VC000","코스피200 F 202412","0.00","304.22","312.49",,"8.27",
"2022/12/27","101WC000","코스피200 F 202512","0.00","304.22","316.37",,"12.15",
"2022/12/26","101T3000","코스피200 F 202303","299.95","302.27","299.86","-2.32","-2.41","0.03"
"2022/12/26","101T6000","코스피200 F 202306","302.10","302.27","302.03","-0.17","-0.24","0.02"
"2022/12/26","101T9000","코스피200 F 202309","303.10","302.27","304.17","0.83","1.90","-0.35"
"2022/12/26","101TC000","코스피200 F 202312","0.00","302.27","306.31",,"4.04",
"2022/12/26","101V6000","코스피200 F 202406","304.85","302.27","306.52","2.58","4.25","-0.54"
"2022/12/26","101VC000","코스피200 F 202412","0.00","302.27","310.42",,"8.15",
"2022/12/26","101WC000","코스피200 F 202512","0.00","302.27","314.22",,"11.95",
"2022/12/23","101T3000","코스피200 F 202303","299.45","302.07","299.76","-2.62","-2.31","-0.10"
"2022/12/23","101T6000","코스피200 F 202306","301.05","302.07","301.93","-1.02","-0.14","-0.29"
"2022/12/23","101T9000","코스피200 F 202309","303.85","302.07","304.06","1.78","1.99","-0.07"
"2022/12/23","101TC000","코스피200 F 202312","306.20","302.07","306.20","4.13","4.13","0.00"
"2022/12/23","101V6000","코스피200 F 202406","304.80","302.07","306.40","2.73","4.33","-0.52"
"2022/12/23","101VC000","코스피200 F 202412","308.00","302.07","310.30","5.93","8.23","-0.74"
"2022/12/23","101WC000","코스피200 F 202512","0.00","302.07","314.10",,"12.03",
"2022/12/22","101T3000","코스피200 F 202303","305.05","307.48","305.25","-2.43","-2.23","-0.07"
"2022/12/22","101T6000","코스피200 F 202306","306.95","307.48","307.47","-0.53","-0.01","-0.17"
"2022/12/22","101T9000","코스피200 F 202309","305.50","307.48","309.66","-1.98","2.18","-1.34"
"2022/12/22","101TC000","코스피200 F 202312","309.35","307.48","311.86","1.87","4.38","-0.80"
"2022/12/22","101V6000","코스피200 F 202406","0.00","307.48","312.17",,"4.69",
"2022/12/22","101VC000","코스피200 F 202412","0.00","307.48","316.17",,"8.69",
"2022/12/22","101WC000","코스피200 F 202512","0.00","307.48","320.19",,"12.71",
"2022/12/21","101T3000","코스피200 F 202303","301.00","303.23","301.00","-2.23","-2.23","0.00"
"2022/12/21","101T6000","코스피200 F 202306","302.80","303.23","303.17","-0.43","-0.06","-0.12"
"2022/12/21","101T9000","코스피200 F 202309","305.50","303.23","305.32","2.27","2.09","0.06"
"2022/12/21","101TC000","코스피200 F 202312","306.30","303.23","307.47","3.07","4.24","-0.38"
"2022/12/21","101V6000","코스피200 F 202406","0.00","303.23","307.70",,"4.47",
"2022/12/21","101VC000","코스피200 F 202412","0.00","303.23","311.62",,"8.39",
"2022/12/21","101WC000","코스피200 F 202512","0.00","303.23","315.46",,"12.23",
"2022/12/20","101T3000","코스피200 F 202303","301.90","304.05","301.86","-2.15","-2.19","0.01"
"2022/12/20","101T6000","코스피200 F 202306","303.70","304.05","304.04","-0.35","-0.01","-0.11"
"2022/12/20","101T9000","코스피200 F 202309","0.00","304.05","306.20",,"2.15",
"2022/12/20","101TC000","코스피200 F 202312","306.60","304.05","308.36","2.55","4.31","-0.57"
"2022/12/20","101V6000","코스피200 F 202406","307.50","304.05","308.60","3.45","4.55","-0.36"
"2022/12/20","101VC000","코스피200 F 202412","0.00","304.05","312.54",,"8.49",
"2022/12/20","101WC000","코스피200 F 202512","0.00","304.05","316.41",,"12.36",
"2022/12/19","101T3000","코스피200 F 202303","304.35","306.77","304.63","-2.42","-2.14","-0.09"
"2022/12/19","101T6000","코스피200 F 202306","306.30","306.77","306.85","-0.47","0.08","-0.18"
"2022/12/19","101T9000","코스피200 F 202309","308.20","306.77","309.03","1.43","2.26","-0.27"
"2022/12/19","101TC000","코스피200 F 202312","311.00","306.77","311.22","4.23","4.45","-0.07"
"2022/12/19","101V6000","코스피200 F 202406","0.00","306.77","311.52",,"4.75",
"2022/12/19","101VC000","코스피200 F 202412","0.00","306.77","315.51",,"8.74",
"2022/12/19","101WC000","코스피200 F 202512","0.00","306.77","319.49",,"12.72",
"2022/12/16","101T3000","코스피200 F 202303","304.05","307.48","305.45","-3.43","-2.03","-0.46"
"2022/12/16","101T6000","코스피200 F 202306","306.10","307.48","307.67","-1.38","0.19","-0.51"
"2022/12/16","101T9000","코스피200 F 202309","307.35","307.48","309.87","-0.13","2.39","-0.81"
"2022/12/16","101TC000","코스피200 F 202312","309.70","307.48","312.06","2.22","4.58","-0.76"
"2022/12/16","101V6000","코스피200 F 202406","0.00","307.48","312.37",,"4.89",
"2022/12/16","101VC000","코스피200 F 202412","0.00","307.48","316.38",,"8.90",
"2022/12/16","101WC000","코스피200 F 202512","0.00","307.48","320.39",,"12.91",
"2022/12/15","101T3000","코스피200 F 202303","306.15","307.73","305.74","-1.58","-1.99","0.13"
"2022/12/15","101T6000","코스피200 F 202306","308.10","307.73","307.96","0.37","0.23","0.05"
"2022/12/15","101T9000","코스피200 F 202309","312.15","307.73","310.16","4.42","2.43","0.64"
"2022/12/15","101TC000","코스피200 F 202312","312.00","307.73","312.36","4.27","4.63","-0.12"
"2022/12/15","101V6000","코스피200 F 202406","0.00","307.73","312.67",,"4.94",
"2022/12/15","101VC000","코스피200 F 202412","0.00","307.73","316.68",,"8.95",
"2022/12/15","101WC000","코스피200 F 202512","0.00","307.73","320.71",,"12.98",
"2022/12/14","101T3000","코스피200 F 202303","311.40","313.23","311.32","-1.83","-1.91","0.03"
"2022/12/14","101T6000","코스피200 F 202306","313.20","313.23","313.60","-0.03","0.37","-0.13"
"2022/12/14","101T9000","코스피200 F 202309","314.55","313.23","315.86","1.32","2.63","-0.41"
"2022/12/14","101TC000","코스피200 F 202312","316.55","313.23","318.11","3.32","4.88","-0.49"
"2022/12/14","101V6000","코스피200 F 202406","0.00","313.23","318.54",,"5.31",
"2022/12/14","101VC000","코스피200 F 202412","0.00","313.23","322.66",,"9.43",
"2022/12/14","101WC000","코스피200 F 202512","0.00","313.23","326.90",,"13.67",
"2022/12/13","101T3000","코스피200 F 202303","308.30","309.56","307.65","-1.26","-1.91","0.21"
"2022/12/13","101T6000","코스피200 F 202306","309.95","309.56","309.89","0.39","0.33","0.02"
"2022/12/13","101T9000","코스피200 F 202309","312.05","309.56","312.11","2.49","2.55","-0.02"
"2022/12/13","101TC000","코스피200 F 202312","312.80","309.56","314.32","3.24","4.76","-0.48"
"2022/12/13","101V6000","코스피200 F 202406","312.60","309.56","314.67","3.04","5.11","-0.66"
"2022/12/13","101VC000","코스피200 F 202412","0.00","309.56","318.72",,"9.16",
"2022/12/13","101WC000","코스피200 F 202512","0.00","309.56","322.81",,"13.25",
"2022/12/12","101T3000","코스피200 F 202303","308.05","309.64","307.77","-1.59","-1.87","0.09"
"2022/12/12","101T6000","코스피200 F 202306","309.60","309.64","310.01","-0.04","0.37","-0.13"
"2022/12/12","101T9000","코스피200 F 202309","311.20","309.64","312.22","1.56","2.58","-0.33"
"2022/12/12","101TC000","코스피200 F 202312","0.00","309.64","314.44",,"4.80",
"2022/12/12","101V6000","코스피200 F 202406","0.00","309.64","314.79",,"5.15",
"2022/12/12","101VC000","코스피200 F 202412","0.00","309.64","318.84",,"9.20",
"2022/12/12","101WC000","코스피200 F 202512","0.00","309.64","322.94",,"13.30",
"2022/12/09","101T3000","코스피200 F 202303","310.65","311.63","309.88","-0.98","-1.75","0.25"
"2022/12/09","101T6000","코스피200 F 202306","312.40","311.63","312.14","0.77","0.51","0.08"
"2022/12/09","101T9000","코스피200 F 202309","312.40","311.63","314.38","0.77","2.75","-0.63"
"2022/12/09","101TC000","코스피200 F 202312","317.25","311.63","316.61","5.62","4.98","0.20"
"2022/12/09","101V6000","코스피200 F 202406","315.90","311.63","317.01","4.27","5.38","-0.35"
"2022/12/09","101VC000","코스피200 F 202412","318.00","311.63","321.09","6.37","9.46","-0.96"
"2022/12/09","101WC000","코스피200 F 202512","320.00","311.63","325.27","8.37","13.64","-1.62"
"2022/12/08","101SC000","코스피200 F 202212","307.60","308.24","0.00","-0.64",,
"2022/12/08","101T3000","코스피200 F 202303","307.00","308.24","306.44","-1.24","-1.80","0.18"
"2022/12/08","101T6000","코스피200 F 202306","308.80","308.24","308.66","0.56","0.42","0.05"
"2022/12/08","101T9000","코스피200 F 202309","308.70","308.24","310.85","0.46","2.61","-0.69"
"2022/12/08","101TC000","코스피200 F 202312","310.50","308.24","313.04","2.26","4.80","-0.81"
"2022/12/08","101V6000","코스피200 F 202406","312.00","308.24","313.30","3.76","5.06","-0.41"
"2022/12/08","101VC000","코스피200 F 202412","313.00","308.24","317.29","4.76","9.05","-1.35"
"2022/12/07","101SC000","코스피200 F 202212","308.20","308.27","308.30","-0.07","0.03","-0.03"
"2022/12/07","101T3000","코스피200 F 202303","306.50","308.27","306.53","-1.77","-1.74","-0.01"
"2022/12/07","101T6000","코스피200 F 202306","308.50","308.27","308.76","0.23","0.49","-0.08"
"2022/12/07","101T9000","코스피200 F 202309","310.50","308.27","310.96","2.23","2.69","-0.15"
"2022/12/07","101TC000","코스피200 F 202312","312.25","308.27","313.16","3.98","4.89","-0.29"
"2022/12/07","101V6000","코스피200 F 202406","312.15","308.27","313.45","3.88","5.18","-0.41"
"2022/12/07","101VC000","코스피200 F 202412","0.00","308.27","317.47",,"9.20",
"2022/12/06","101SC000","코스피200 F 202212","310.15","310.14","310.21","0.01","0.07","-0.02"
"2022/12/06","101T3000","코스피200 F 202303","308.00","310.14","308.45","-2.14","-1.69","-0.15"
"2022/12/06","101T6000","코스피200 F 202306","310.45","310.14","310.70","0.31","0.56","-0.08"
"2022/12/06","101T9000","코스피200 F 202309","314.95","310.14","312.92","4.81","2.78","0.65"
"2022/12/06","101TC000","코스피200 F 202312","313.10","310.14","315.14","2.96","5.00","-0.65"
"2022/12/06","101V6000","코스피200 F 202406","0.00","310.14","315.47",,"5.33",
"2022/12/06","101VC000","코스피200 F 202412","0.00","310.14","319.53",,"9.39",
"2022/12/05","101SC000","코스피200 F 202212","314.35","313.91","314.01","0.44","0.10","0.11"
"2022/12/05","101T3000","코스피200 F 202303","312.95","313.91","312.29","-0.96","-1.62","0.21"
"2022/12/05","101T6000","코스피200 F 202306","314.70","313.91","314.58","0.79","0.67","0.04"
"2022/12/05","101T9000","코스피200 F 202309","315.50","313.91","316.84","1.59","2.93","-0.42"
"2022/12/05","101TC000","코스피200 F 202312","317.20","313.91","319.10","3.29","5.19","-0.60"
"2022/12/05","101V6000","코스피200 F 202406","0.00","313.91","319.51",,"5.60",
"2022/12/05","101VC000","코스피200 F 202412","0.00","313.91","323.64",,"9.73",
"2022/12/02","101SC000","코스피200 F 202212","315.00","315.02","315.23","-0.02","0.21","-0.07"
"2022/12/02","101T3000","코스피200 F 202303","313.55","315.02","313.52","-1.47","-1.50","0.01"
"2022/12/02","101T6000","코스피200 F 202306","315.40","315.02","315.82","0.38","0.80","-0.13"
"2022/12/02","101T9000","코스피200 F 202309","317.70","315.02","318.09","2.68","3.07","-0.12"
"2022/12/02","101TC000","코스피200 F 202312","317.65","315.02","320.36","2.63","5.34","-0.85"
"2022/12/02","101V6000","코스피200 F 202406","0.00","315.02","320.79",,"5.77",
"2022/12/02","101VC000","코스피200 F 202412","323.00","315.02","324.94","7.98","9.92","-0.60"
"2022/12/01","101SC000","코스피200 F 202212","323.10","322.02","322.27","1.08","0.25","0.26"
"2022/12/01","101T3000","코스피200 F 202303","321.70","322.02","320.63","-0.32","-1.39","0.33"
"2022/12/01","101T6000","코스피200 F 202306","323.00","322.02","323.00","0.98","0.98","0.00"
"2022/12/01","101T9000","코스피200 F 202309","324.85","322.02","325.35","2.83","3.33","-0.15"
"2022/12/01","101TC000","코스피200 F 202312","326.60","322.02","327.69","4.58","5.67","-0.33"
"2022/12/01","101V6000","코스피200 F 202406","0.00","322.02","328.26",,"6.24",
"2022/12/01","101VC000","코스피200 F 202412","329.90","322.02","332.55","7.88","10.53","-0.80"
"2022/11/30","101SC000","코스피200 F 202212","319.65","321.00","321.28","-1.35","0.28","-0.51"
"2022/11/30","101T3000","코스피200 F 202303","317.90","321.00","319.63","-3.10","-1.37","-0.54"
"2022/11/30","101T6000","코스피200 F 202306","320.85","321.00","321.99","-0.15","0.99","-0.35"
"2022/11/30","101T9000","코스피200 F 202309","322.55","321.00","324.33","1.55","3.33","-0.55"
"2022/11/30","101TC000","코스피200 F 202312","323.95","321.00","326.66","2.95","5.66","-0.83"
"2022/11/30","101V6000","코스피200 F 202406","0.00","321.00","327.21",,"6.21",
"2022/11/30","101VC000","코스피200 F 202412","0.00","321.00","331.48",,"10.48",
"2022/11/29","101SC000","코스피200 F 202212","315.70","315.58","315.89","0.12","0.31","-0.06"
"2022/11/29","101T3000","코스피200 F 202303","314.15","315.58","314.19","-1.43","-1.39","-0.01"
"2022/11/29","101T6000","코스피200 F 202306","316.25","315.58","316.49","0.67","0.91","-0.08"
"2022/11/29","101T9000","코스피200 F 202309","317.10","315.58","318.77","1.52","3.19","-0.52"
"2022/11/29","101TC000","코스피200 F 202312","319.50","315.58","321.05","3.92","5.47","-0.48"
