현재가,거래량,체결시간,시가,고가,저가,전일종가
5.18,1322,20231107144500,-4.82,+5.53,-4.18,
-4.77,784,20231107141500,-4.50,+5.31,-3.86,
-4.50,632,20231107134500,-4.28,-4.55,-4.00,
-4.32,378,20231107131500,-3.93,-4.32,-3.82,
-3.93,689,20231107124500,-3.70,-4.44,-3.58,
-3.67,1048,20231107121500,-3.79,-4.63,-3.58,
-3.73,824,20231107114500,-4.65,-4.66,-3.64,
-4.63,481,20231107111500,-5.09,+5.31,-4.62,
-5.10,244,20231107104500,+6.94,+6.94,-5.10,
+7.00,241,20231107101500,+5.87,+7.01,+5.87,
+5.90,239,20231107094500,+7.10,+7.20,+5.70,
+7.15,159,20231107091500,+7.15,+8.16,+7.15,
+6.91,697,20231107084500,+11.00,+11.35,+6.65,
12.45,20,20231106154500,12.45,12.45,12.45,
+12.95,980,20231106151500,-8.70,+12.95,-8.62,
-8.65,534,20231106144500,-7.65,-8.68,-7.54,
-7.62,312,20231106141500,-7.29,-7.71,-6.76,
-7.29,638,20231106134500,-8.26,-8.27,-6.72,
-8.29,980,20231106131500,-8.35,-8.35,-7.88,
-8.47,1137,20231106124500,-6.58,-8.47,-6.56,
-6.58,415,20231106121500,-6.25,-6.73,-6.12,
-6.21,658,20231106114500,-6.09,-6.51,-6.09,
-6.10,4041,20231106111500,-6.25,-6.54,-5.55,
-6.25,3985,20231106104500,-4.84,-6.65,-4.76,
-4.84,5855,20231106101500,-3.73,-4.99,-3.58,
-3.72,5962,20231106094500,-3.28,-3.74,-3.17,
-3.29,10702,20231106091500,-2.97,-3.37,-2.74,
-2.97,40888,20231106084500,-2.30,-3.47,-2.24,
1.00,372,20231103154500,1.00,1.00,1.00,
-0.98,6571,20231103151500,-0.94,-0.99,-0.88,
-0.94,11225,20231103144500,-0.91,+1.02,-0.87,
-0.91,7508,20231103141500,-0.94,-0.97,-0.88,
-0.94,10066,20231103134500,-0.88,+1.02,-0.86,
-0.88,7121,20231103131500,-0.80,-0.91,-0.79,
-0.80,11918,20231103124500,-0.89,-0.94,-0.77,
-0.89,6599,20231103121500,-0.99,1.00,-0.89,
1.00,7943,20231103114500,-0.92,+1.08,-0.89,
-0.92,7921,20231103111500,+1.05,+1.09,-0.92,
+1.05,12569,20231103104500,+1.06,+1.07,-0.96,
+1.06,20648,20231103101500,+1.03,+1.15,-0.91,
+1.02,26620,20231103094500,-0.79,+1.08,-0.69,
-0.79,24197,20231103091500,+1.03,+1.06,-0.72,
+1.03,37711,20231103084500,+1.19,+1.25,-0.91,
0.50,256,20231102154500,0.50,0.50,0.50,
+0.51,7250,20231102151500,+0.55,+0.55,-0.45,
+0.56,10444,20231102144500,+0.55,+0.56,-0.46,
+0.55,7871,20231102141500,+0.56,+0.59,+0.53,
+0.56,9876,20231102134500,+0.57,+0.57,-0.49,
+0.56,5067,20231102131500,+0.56,+0.59,+0.55,
+0.56,9409,20231102124500,+0.56,+0.63,+0.54,
+0.56,7824,20231102121500,+0.55,+0.61,+0.53,
+0.55,10572,20231102114500,-0.47,+0.55,-0.46,
-0.47,14349,20231102111500,+0.64,+0.66,-0.47,
+0.64,22505,20231102104500,+0.76,+0.81,+0.56,
+0.76,16568,20231102101500,+0.68,+0.80,+0.68,
+0.68,12107,20231102094500,+0.64,+0.70,+0.57,
+0.63,22554,20231102091500,+0.56,+0.69,+0.55,
+0.56,40355,20231102084500,+0.66,+0.71,0.50,
0.25,244,20231101154500,0.25,0.25,0.25,
-0.23,9136,20231101151500,-0.23,0.25,-0.22,
-0.23,8974,20231101144500,-0.21,-0.23,-0.18,
-0.21,10752,20231101141500,-0.17,-0.21,-0.17,
-0.17,8030,20231101134500,-0.18,-0.20,-0.16,
-0.18,5592,20231101131500,-0.18,-0.19,-0.17,
-0.18,5492,20231101124500,-0.20,-0.20,-0.17,
-0.20,6920,20231101121500,-0.19,-0.24,-0.18,
-0.19,10381,20231101114500,-0.19,-0.21,-0.17,
-0.19,7562,20231101111500,-0.13,-0.19,-0.12,
-0.14,16423,20231101104500,-0.17,-0.17,-0.12,
-0.18,11436,20231101101500,-0.18,-0.18,-0.14,
-0.18,13925,20231101094500,-0.20,-0.23,-0.17,
-0.20,23800,20231101091500,+0.30,+0.31,-0.19,
+0.29,26570,20231101084500,-0.14,+0.30,-0.12,
0.14,444,20231031154500,0.14,0.14,0.14,
-0.13,2686,20231031151500,-0.12,0.14,-0.11,
-0.12,6313,20231031144500,0.14,0.14,-0.11,
0.14,6578,20231031141500,0.14,0.14,-0.12,
0.14,5030,20231031134500,+0.15,+0.16,-0.13,
0.14,2903,20231031131500,+0.16,+0.16,0.14,
+0.16,2929,20231031124500,+0.16,+0.17,0.14,
+0.16,7859,20231031121500,+0.16,+0.17,+0.15,
+0.16,21497,20231031114500,+0.19,+0.19,+0.15,
+0.18,6010,20231031111500,+0.25,+0.25,+0.18,
+0.24,12558,20231031104500,+0.22,+0.29,+0.22,
+0.22,9816,20231031101500,+0.23,+0.27,+0.19,
+0.23,11308,20231031094500,+0.25,+0.29,+0.22,
+0.26,21826,20231031091500,+0.45,+0.48,+0.25,
+0.45,18233,20231031084500,+0.45,+0.54,+0.42,
0.37,279,20231030154500,0.37,0.37,0.37,
+0.38,8042,20231030151500,+0.43,+0.47,+0.38,
+0.43,7214,20231030144500,-0.32,+0.43,-0.32,
-0.33,4294,20231030141500,-0.33,-0.35,-0.32,
-0.32,7687,20231030134500,+0.38,+0.39,-0.31,
+0.38,7458,20231030131500,+0.44,+0.45,-0.36,
+0.44,2892,20231030124500,+0.44,+0.46,+0.43,
+0.44,6291,20231030121500,+0.42,+0.48,+0.40,
+0.42,4961,20231030114500,+0.41,+0.44,+0.39,
+0.41,7208,20231030111500,-0.36,+0.44,-0.36,
-0.36,7120,20231030104500,+0.40,+0.42,-0.35,
+0.40,9803,20231030101500,-0.34,+0.40,-0.33,
-0.35,10724,20231030094500,-0.31,+0.40,-0.29,
-0.32,14517,20231030091500,-0.36,+0.42,-0.32,
-0.36,27648,20231030084500,-0.25,+0.39,-0.25,
0.45,347,20231027154500,0.45,0.45,0.45,
-0.44,2077,20231027151500,-0.43,0.45,-0.42,
-0.43,4323,20231027144500,-0.42,0.45,-0.41,
-0.42,4294,20231027141500,-0.43,0.45,-0.40,
-0.43,4138,20231027134500,+0.47,+0.48,-0.40,
+0.47,7166,20231027131500,-0.40,+0.48,-0.38,
-0.40,4569,20231027124500,-0.44,0.45,-0.40,
-0.44,11329,20231027121500,+0.54,+0.54,-0.43,
+0.54,5313,20231027114500,+0.62,+0.62,+0.54,
+0.62,5361,20231027111500,+0.58,+0.65,+0.56,
+0.58,5940,20231027104500,+0.55,+0.60,+0.53,
+0.55,11763,20231027101500,+0.49,+0.57,+0.48,
+0.48,14391,20231027094500,-0.43,+0.50,-0.41,
-0.43,16885,20231027091500,+0.60,+0.61,-0.40,
+0.60,12958,20231027084500,+0.56,+0.66,+0.54,
0.62,269,20231026154500,0.62,0.62,0.62,
+0.63,4298,20231026151500,+0.65,+0.66,-0.61,
+0.65,7405,20231026144500,+0.63,+0.73,+0.63,
+0.63,5826,20231026141500,0.62,+0.66,-0.60,
+0.63,3982,20231026134500,+0.67,+0.68,+0.63,
+0.67,6904,20231026131500,+0.67,+0.69,+0.64,
