현재가,거래량,체결시간,시가,고가,저가,전일종가
2.30,660,20231107151500,-2.21,+2.31,-2.20,
-2.20,27103,20231107144500,-1.99,+2.38,-1.58,
-1.98,21295,20231107141500,-1.82,+2.33,-1.44,
-1.82,13737,20231107134500,-1.73,-1.88,-1.56,
-1.74,9204,20231107131500,-1.55,-1.74,-1.47,
-1.55,11932,20231107124500,-1.43,-1.86,-1.38,
-1.43,16447,20231107121500,-1.46,-1.95,-1.37,
-1.46,14530,20231107114500,-1.87,-1.94,-1.40,
-1.88,11041,20231107111500,-2.13,2.30,-1.85,
-2.14,7208,20231107104500,+3.40,+3.50,-2.13,
+3.41,6625,20231107101500,+2.66,+3.50,+2.64,
+2.66,5383,20231107094500,+3.60,+3.67,+2.50,
+3.60,3211,20231107091500,+3.54,+4.38,+3.49,
+3.52,3942,20231107084500,+7.41,+7.54,+3.31,
7.56,142,20231106154500,7.56,7.56,7.56,
-7.52,4245,20231106151500,-4.69,+7.62,-4.60,
-4.68,5642,20231106144500,-3.93,-4.70,-3.84,
-3.93,8702,20231106141500,-3.69,-3.96,-3.25,
-3.69,7331,20231106134500,-4.45,-4.51,-3.22,
-4.46,6964,20231106131500,-4.63,-4.64,-4.19,
-4.63,12328,20231106124500,-3.02,-4.74,-3.01,
-3.02,7602,20231106121500,-2.81,-3.13,-2.70,
-2.80,8118,20231106114500,-2.70,-3.02,-2.70,
-2.70,14327,20231106111500,-2.82,-3.04,-2.35,
-2.82,28294,20231106104500,-1.82,-3.13,-1.76,
-1.82,36942,20231106101500,-1.15,-1.90,-1.08,
-1.14,37063,20231106094500,-0.94,-1.14,-0.89,
-0.94,53273,20231106091500,-0.82,-1.00,-0.71,
-0.82,74112,20231106084500,-0.57,-1.08,-0.55,
0.20,290,20231103154500,0.20,0.20,0.20,
-0.19,5340,20231103151500,-0.19,-0.19,-0.16,
-0.19,9869,20231103144500,-0.18,0.20,-0.17,
-0.17,7458,20231103141500,-0.18,-0.19,-0.17,
-0.19,9380,20231103134500,-0.17,+0.21,-0.17,
-0.18,8400,20231103131500,-0.15,-0.18,-0.15,
-0.15,10738,20231103124500,-0.17,-0.18,-0.14,
-0.18,6448,20231103121500,0.20,0.20,-0.18,
0.20,7364,20231103114500,-0.18,+0.22,-0.17,
-0.18,10675,20231103111500,+0.21,+0.22,-0.18,
+0.22,11899,20231103104500,+0.22,+0.22,-0.19,
+0.22,22419,20231103101500,+0.22,+0.25,-0.19,
+0.22,27546,20231103094500,-0.16,+0.23,-0.13,
-0.16,31203,20231103091500,+0.22,+0.23,-0.14,
+0.22,49179,20231103084500,+0.28,+0.30,0.20,
0.10,301,20231102154500,0.10,0.10,0.10,
0.10,5576,20231102151500,+0.11,+0.11,-0.09,
+0.11,5774,20231102144500,+0.11,+0.11,-0.09,
+0.11,3150,20231102141500,+0.12,+0.13,+0.11,
+0.12,7931,20231102134500,+0.13,+0.13,+0.11,
+0.12,2075,20231102131500,+0.12,+0.13,+0.12,
+0.12,3526,20231102124500,+0.12,+0.14,+0.12,
+0.12,3990,20231102121500,+0.13,+0.13,+0.11,
+0.12,10965,20231102114500,0.10,+0.12,-0.09,
0.10,9953,20231102111500,+0.14,+0.15,0.10,
+0.14,16673,20231102104500,+0.18,+0.19,+0.13,
