현재가,거래량,체결시간,시가,고가,저가,전일종가
0.19,991,20231107151500,-0.18,0.19,-0.18,
-0.18,32761,20231107144500,-0.18,+0.20,-0.12,
-0.18,21741,20231107141500,-0.16,+0.22,-0.10,
-0.15,9393,20231107134500,-0.15,-0.17,-0.13,
-0.16,10759,20231107131500,-0.14,-0.16,-0.13,
-0.14,15280,20231107124500,-0.14,-0.18,-0.13,
-0.14,17908,20231107121500,-0.13,0.19,-0.13,
-0.13,37200,20231107114500,-0.16,-0.17,-0.12,
-0.17,27325,20231107111500,0.19,+0.22,-0.16,
0.19,52060,20231107104500,+0.43,+0.45,0.19,
+0.43,45772,20231107101500,+0.26,+0.44,+0.25,
+0.26,69499,20231107094500,+0.51,+0.53,+0.24,
+0.51,31490,20231107091500,+0.50,+0.72,+0.49,
+0.50,50586,20231107084500,+1.48,+1.60,+0.45,
1.94,349,20231106154500,1.94,1.94,1.94,
-1.71,34876,20231106151500,-0.64,-1.74,-0.56,
-0.64,22507,20231106144500,-0.46,-0.65,-0.44,
-0.47,16610,20231106141500,-0.41,-0.47,-0.32,
-0.41,26270,20231106134500,-0.62,-0.64,-0.29,
-0.62,21840,20231106131500,-0.75,-0.75,-0.55,
-0.76,29394,20231106124500,-0.23,-0.80,-0.23,
-0.22,8077,20231106121500,-0.20,-0.24,-0.18,
-0.19,10048,20231106114500,-0.18,-0.23,-0.17,
-0.18,22964,20231106111500,-0.20,-0.24,-0.14,
-0.20,38512,20231106104500,-0.08,-0.33,-0.07,
-0.08,10504,20231106101500,-0.03,-0.09,-0.03,
-0.03,2066,20231106094500,-0.02,-0.03,-0.02,
-0.03,5585,20231106091500,-0.02,-0.03,-0.01,
-0.02,13897,20231106084500,-0.02,-0.04,-0.01,
0.01,118,20231103154500,0.01,0.01,0.01,
0.01,176,20231103151500,0.01,0.01,0.01,
0.01,90,20231103144500,0.01,0.01,0.01,
0.01,58,20231103141500,0.01,0.01,0.01,
0.01,11,20231103134500,0.01,0.01,0.01,
0.01,1,20231103131500,0.01,0.01,0.01,
0.01,311,20231103124500,0.01,0.01,0.01,
0.01,244,20231103121500,0.01,0.01,0.01,
0.01,20,20231103114500,0.01,0.01,0.01,
0.01,215,20231103111500,0.01,0.01,0.01,
0.01,934,20231103104500,0.01,0.01,0.01,
0.01,112,20231103101500,0.01,0.01,0.01,
0.01,68,20231103094500,0.01,0.01,0.01,
0.01,201,20231103091500,0.01,0.01,0.01,
0.01,1542,20231103084500,+0.02,+0.02,0.01,
0.01,22,20231102151500,0.01,0.01,0.01,
0.01,237,20231102144500,0.01,0.01,0.01,
0.01,82,20231102141500,0.01,0.01,0.01,
0.01,2553,20231102134500,0.01,0.01,0.01,
0.01,43,20231102131500,0.01,0.01,0.01,
0.01,29,20231102124500,0.01,0.01,0.01,
0.01,145,20231102121500,0.01,0.01,0.01,
0.01,111,20231102114500,0.01,0.01,0.01,
0.01,356,20231102111500,0.01,0.01,0.01,
0.01,101,20231102104500,0.01,+0.02,0.01,
0.01,52,20231102101500,+0.02,+0.02,0.01,
