,date,basis,basis_risk,basis_disparate_ratio,cd_p_change(%),cd_p_range,cny_yesterday_change,cny_night_change,jpy_yesterday_change,jpy_night_change,kospi_p_change(%),kospi_p_range,ks200_p_change(%),ks200_p_range,NAS_close_change,NAS_day_change,NAS_day_fluc_range,niv_night_change,P/C Ratio,put_volume_fluc,call_volume_fluc,sp_close_change,sp_day_change,sp_day_fluc_range,usd_yesterday_change,usd_night_change,vix_close_change,vix_day_change,vix_day_fluc_range,VKOSPI_Label
0,2023-07-31,1.9543730654169291,-0.5300041318850526,1.880692003047514,-0.183689516081151,-0.184506241605777,0.9880011202017192,-1.3912402280068596,0.4475606031072665,0.4638452881132127,0.0145725800350342,-0.2830995710914955,0.0055208788013172,-0.4042018918091434,1.9325782361531492,0.9049242796928292,-0.3208438323259116,-0.0474875644044612,0.645046781901279,-0.0097680457829421,-0.429651317692133,1.4215207805624894,0.5970619890982632,-1.049935425701188,-2.0108277489347244,-0.6980479047098289,-1.335448374456301,-0.811372601037971,-0.8452531745785212,0
1,2023-08-01,2.5946177406282884,-0.5300041318850526,2.478271686782934,-0.183689516081151,-0.184506241605777,1.476325724500057,-1.538290575769626,1.7843336392583518,-1.5310862901596285,1.5884112238187342,1.354965572196794,1.1002839932395712,1.1802290533050448,0.294087992458088,0.1458691034672053,-1.601279860643963,-0.5435358540935634,-0.5458088154549308,-0.1447472173882588,0.452485608484201,0.3410887663816161,0.2393381345040366,-1.3641722975019568,0.7140161237558955,-0.8950579405338573,0.1887745911897995,-0.3968342272642832,-1.359882600904733,0
2,2023-08-02,2.4903918632683,0.0254287696699566,2.379541130339691,-0.183689516081151,-0.184506241605777,0.8789073256244311,-1.4945255913164217,1.2650567500202547,-2.1415908535259693,-0.0205969985970037,-0.2757125805918867,-0.566297355079378,-0.7866507406298092,-0.326405354266669,0.1518147053697559,-1.3486032157933912,0.300593627046236,-0.3969518657854043,0.5240846322305435,0.5536524371024943,-0.1991272407088206,0.0598162000951259,-1.6114711374398396,1.7762433961607134,-0.9607279524752004,0.1809500379780639,0.2392361225140152,-1.3202957219565628,1
3,2023-08-03,0.4058743160685267,-2.0265872277416053,0.3373775154873406,-1.4265029571219938,-1.4299233724447715,0.7334489328547136,-1.06562874367502,2.028331213719626,-2.383634329406059,1.0081131763901077,1.3180306196987497,0.9878752805963577,1.1119346160156398,-2.013371640674602,-1.027396338636109,0.7087192131100013,1.4660789647126156,1.4637600050836743,0.4549612203283795,-0.3066332945228479,-1.626840973733546,-0.968474880085326,0.1295374875865094,1.5563205654350782,-0.5995428867978146,2.2638461029420887,0.435245212728938,-0.0271243429830053,1
4,2023-08-04,2.2223824643426147,2.015730000242073,2.2184544329849256,-1.4311576891109108,-1.4299233724447715,-0.1522887802608881,-0.2568518309798053,-0.3991318347668997,-1.0670411548735963,0.4190227343034712,-0.5379507433280052,0.1179295914445307,-0.4724963290985478,-0.0064634723617161,0.5164782887261914,-0.4080754838901583,0.8377076752772745,-0.6946657651244572,-0.3113032203397912,0.7062606195595809,-0.1734026689426093,0.3449392723916312,-0.5664940844692362,-0.145882144381338,0.352672286351656,-0.329210831427099,-0.824717900797285,0.1972013043899586,0
5,2023-08-07,0.6589943039427848,1.75344224117443,0.6127838045132303,-0.183689516081151,-0.184506241605777,0.8737123830255126,-0.4284105700363661,0.2848955534664169,0.1293011208139804,0.999320781732098,-0.2535516090930596,1.8822576464097525,1.2485234905944491,-0.2585388944686487,-0.7350709117607054,0.7456122988279628,0.6561709490244296,0.1240474580579381,-0.0322331546511454,-0.3730273087354765,-0.5335466736695672,-0.9301944676010732,1.4069382623032438,0.6326446763874105,-1.4532530420352714,0.9962684826409164,1.156558664719854,1.67511145178831,0
6,2023-08-08,-0.9192832675084716,-1.5020117096063188,-0.987690478882505,-2.6879353261185046,-2.6753405032837665,-0.4795701639927527,-0.1798254583421659,-0.8954687811069282,0.5517209449613981,0.8366614805589223,0.1028706825130732,0.420944382047976,0.5246024553267601,0.6818963341610611,0.244962468509715,-0.7146980185238834,-0.7635309891396501,-0.9923796644635092,-0.2164784671030953,0.3307982670343672,1.305760207614539,0.909905360090262,-0.8925070915051422,0.4391125853488515,-0.4025328509737862,-1.3808307830843676,-1.094459772182417,0.052049414913335,1
7,2023-08-09,1.1056766354855936,-1.1625804919893687,1.0856512064256063,-0.183689516081151,-0.184506241605777,0.4892866307055447,0.117776435939623,-0.7286328327573388,1.3148516491693245,0.4322113262904854,1.5451805775617249,-0.0531271451864464,1.3304768153417348,-0.6754328617993449,0.152805639020181,-0.7447043949078251,-0.2198985665368758,-0.1736664412811147,1.8860043650992715,1.5317735367792582,-0.3920615289554051,0.1601372810883407,-0.2584551785816978,1.4089722688489028,-1.2234080002405716,0.0557571865902938,-0.2762260806894839,0.830591367560681,0
8,2023-08-10,0.8823354697141895,-0.0980007640089342,0.8674047132352788,-2.7018995220852555,-2.6753405032837665,1.6971107849540925,-1.4927749919382935,1.913631499229284,-0.7849140460452119,0.6608135873987323,-1.45578431290442,0.1325915974414716,-1.6061839881026652,-1.043850786417169,-1.162163315093922,0.3989812623489823,-0.1876326133967831,0.0496189832231749,-0.791082538406175,-0.9216183565493168,-0.752205533682363,-0.8721138417628961,-0.1227197250819576,-0.7264784174970148,-1.9129431256246712,-0.1930636055428991,0.1791822735971027,-0.0799068482472321,0
9,2023-08-11,1.9394836543655027,-0.9620074997611708,1.937851798883076,1.0823975849042766,1.0609108892332175,0.6555247938709362,-1.4787701969132685,0.5184658811558421,-1.6652122927173854,-1.330663802640419,0.3909633119978228,-1.2065382836124638,0.3606958058321888,0.206831115574919,-0.4863465655040062,1.390995344987503,-0.1876326133967831,-0.0248094916115882,-0.4921552016619985,-0.4876060083682408,0.1867413357843484,-0.4180289488462395,1.633783814727467,0.56666782716972,1.1078774236770987,-0.2713091376602554,0.3099662112383789,0.9361563780891342,0
