현재가,거래량,체결시간,시가,고가,저가,전일종가
6.72,1,20231027150000,6.72,6.72,6.72,
-6.70,15,20231027144500,-6.61,-6.71,-6.61,
-6.60,5,20231027143000,+6.78,+6.79,-6.60,
-6.62,6,20231027141500,-6.65,-6.65,-6.62,
-6.65,1,20231027140000,-6.65,-6.65,-6.65,
-6.61,4,20231027124500,-6.71,-6.71,-6.61,
+6.74,18,20231027123000,+6.97,+6.97,+6.74,
+7.03,4,20231027121500,+6.96,+7.03,+6.96,
+7.42,1,20231027114500,+7.42,+7.42,+7.42,
+7.57,1,20231027111500,+7.57,+7.57,+7.57,
+7.44,5,20231027110000,+7.46,+7.47,+7.44,
+7.29,95,20231027101500,+7.15,+7.29,+7.15,
-6.53,12,20231027094500,-6.70,-6.70,-6.53,
-6.47,14,20231027093000,+7.03,+7.03,-6.47,
+6.86,5,20231027091500,+7.30,+7.30,+6.86,
+7.16,16,20231027090000,+7.40,+7.40,+7.16,
+7.36,6,20231027084500,+7.50,+7.50,+7.36,
7.16,1,20231026151500,7.16,7.16,7.16,
+7.34,2,20231026150000,+7.23,+7.34,+7.23,
+7.40,4,20231026144500,+7.36,+7.60,+7.36,
-7.06,3,20231026143000,-7.06,-7.06,-7.06,
-7.15,2,20231026141500,-7.13,-7.15,-7.13,
+7.25,1,20231026140000,+7.25,+7.25,+7.25,
+7.27,2,20231026134500,+7.20,+7.27,+7.20,
+7.27,3,20231026133000,+7.27,+7.27,+7.24,
+7.20,5,20231026131500,-7.15,+7.20,-7.15,
+7.40,6,20231026130000,+7.40,+7.40,+7.40,
+7.40,1,20231026124500,+7.40,+7.40,+7.40,
+7.49,43,20231026123000,+7.53,+7.62,+7.49,
+7.43,1,20231026121500,+7.43,+7.43,+7.43,
+7.50,5,20231026114500,+7.67,+7.67,+7.50,
+7.59,1,20231026113000,+7.59,+7.59,+7.59,
+7.63,6,20231026111500,+7.68,+7.68,+7.63,
+7.78,4,20231026110000,+7.90,+7.90,+7.78,
+8.10,21,20231026104500,+8.51,+8.51,+8.10,
+8.44,6,20231026103000,+8.04,+8.44,+8.04,
+8.04,4,20231026101500,+8.10,+8.10,+8.04,
+8.40,6,20231026094500,+8.32,+8.40,+8.32,
+8.32,41,20231026093000,+8.11,+8.32,+8.11,
+8.64,4,20231026091500,+8.67,+8.67,+8.64,
+8.84,92,20231026090000,+8.64,+8.84,+8.64,
+8.39,30,20231026084500,+8.65,+8.71,+8.39,
12.20,1,20231025091500,12.20,12.20,12.20,
12.20,1,20231024144500,12.20,12.20,12.20,
-10.55,1,20231024131500,-10.55,-10.55,-10.55,
-10.15,1,20231024130000,-10.15,-10.15,-10.15,
-10.35,1,20231024124500,-10.35,-10.35,-10.35,
-10.45,1,20231024123000,-10.45,-10.45,-10.45,
-10.30,1,20231024121500,-10.30,-10.30,-10.30,
-10.65,1,20231024120000,-10.65,-10.65,-10.65,
-10.65,4,20231024111500,-10.05,-10.65,-10.05,
-9.80,10,20231024110000,-9.27,-9.80,-9.27,
-8.96,7,20231024104500,-8.94,-9.02,-8.94,
-8.94,16,20231024103000,-8.88,-9.03,-8.88,
-9.36,13,20231024101500,-9.49,-9.49,-9.36,
-10.75,3,20231024093000,-10.75,-10.75,-10.75,
11.00,2,20231023150000,+11.15,+11.15,11.00,
+11.10,1,20231023144500,+11.10,+11.10,+11.10,
+11.05,2,20231023143000,+11.05,+11.05,+11.05,
+11.15,1,20231023141500,+11.15,+11.15,+11.15,
+11.20,1,20231023140000,+11.20,+11.20,+11.20,
+11.05,4,20231023134500,11.00,+11.05,11.00,
11.00,3,20231023133000,+11.35,+11.35,11.00,
16.00,3,20231019141500,+16.25,+16.25,-15.95,
16.00,2,20231019120000,+16.05,+16.05,16.00,
15.50,1,20231016143000,15.50,15.50,15.50,
+16.00,1,20231016111500,+16.00,+16.00,+16.00,
18.60,1,20231011143000,18.60,18.60,18.60,
14.00,1,20231006101500,14.00,14.00,14.00,
-13.60,1,20231006084500,-13.60,-13.60,-13.60,
