거래일자,종목코드,종목명,시각,만기월,풋콜구분,행사가,결제월번호,시가,고가,저가,종가
"20230901","KR4201T93153","코스피200 C 202309 315.0","1301","202309","CALL","315","1","22.7","22.7","22.7","22.7"
"20230901","KR4201T93179","코스피200 C 202309 317.5","1301","202309","CALL","317.5","1","20.25","20.25","20.25","20.25"
"20230901","KR4201T93179","코스피200 C 202309 317.5","1346","202309","CALL","317.5","1","20.15","20.15","20.15","20.15"
"20230901","KR4201T93179","코스피200 C 202309 317.5","1404","202309","CALL","317.5","1","20.45","20.45","20.45","20.45"
"20230901","KR4201T93179","코스피200 C 202309 317.5","1407","202309","CALL","317.5","1","20.65","20.65","20.65","20.65"
"20230901","KR4201T93203","코스피200 C 202309 320.0","0937","202309","CALL","320","1","17.25","17.45","17.25","17.45"
"20230901","KR4201T93203","코스피200 C 202309 320.0","0957","202309","CALL","320","1","17.15","17.15","17.15","17.15"
"20230901","KR4201T93203","코스피200 C 202309 320.0","1023","202309","CALL","320","1","17.4","17.4","17.4","17.4"
"20230901","KR4201T93203","코스피200 C 202309 320.0","1026","202309","CALL","320","1","17.1","17.1","17.1","17.1"
"20230901","KR4201T93203","코스피200 C 202309 320.0","1432","202309","CALL","320","1","18.95","18.95","18.95","18.95"
"20230901","KR4201T93203","코스피200 C 202309 320.0","1434","202309","CALL","320","1","19","19","19","19"
"20230901","KR4201T93203","코스피200 C 202309 320.0","1512","202309","CALL","320","1","18.7","18.7","18.7","18.7"
"20230901","KR4201T93229","코스피200 C 202309 322.5","0937","202309","CALL","322.5","1","15.4","15.4","15.4","15.4"
"20230901","KR4201T93229","코스피200 C 202309 322.5","0938","202309","CALL","322.5","1","15.2","15.2","15.2","15.2"
"20230901","KR4201T93229","코스피200 C 202309 322.5","0956","202309","CALL","322.5","1","14.8","14.8","14.8","14.8"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1001","202309","CALL","322.5","1","14.85","14.85","14.85","14.85"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1017","202309","CALL","322.5","1","14.85","14.85","14.85","14.85"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1023","202309","CALL","322.5","1","14.95","14.95","14.95","14.95"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1024","202309","CALL","322.5","1","14.95","14.95","14.95","14.95"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1025","202309","CALL","322.5","1","14.9","14.9","14.9","14.9"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1026","202309","CALL","322.5","1","14.65","14.65","14.65","14.65"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1155","202309","CALL","322.5","1","14","14","14","14"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1253","202309","CALL","322.5","1","14.8","14.9","14.8","14.9"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1314","202309","CALL","322.5","1","15.3","15.3","15.3","15.3"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1405","202309","CALL","322.5","1","15.6","15.6","15.6","15.6"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1426","202309","CALL","322.5","1","16.5","16.5","16.5","16.5"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1444","202309","CALL","322.5","1","16.4","16.4","16.4","16.4"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1519","202309","CALL","322.5","1","16","16","16","16"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1523","202309","CALL","322.5","1","15.8","15.8","15.75","15.75"
"20230901","KR4201T93229","코스피200 C 202309 322.5","1524","202309","CALL","322.5","1","15.7","15.7","15.6","15.6"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0731","202309","CALL","325","1",,,,
"20230901","KR4201T93252","코스피200 C 202309 325.0","0735","202309","CALL","325","1",,,,
"20230901","KR4201T93252","코스피200 C 202309 325.0","0846","202309","CALL","325","1","9.74","9.74","9.74","9.74"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0847","202309","CALL","325","1","9.74","9.74","9.74","9.74"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0848","202309","CALL","325","1","9.79","9.79","9.79","9.79"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0850","202309","CALL","325","1","9.83","9.84","9.83","9.84"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0851","202309","CALL","325","1","9.74","9.74","9.74","9.74"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0852","202309","CALL","325","1","9.74","9.74","9.69","9.74"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0857","202309","CALL","325","1","9.61","9.61","9.61","9.61"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0859","202309","CALL","325","1","9.69","9.74","9.69","9.74"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0900","202309","CALL","325","1","9.79","9.79","9.79","9.79"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0901","202309","CALL","325","1","9.89","9.89","9.89","9.89"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0920","202309","CALL","325","1","11.5","11.5","11.35","11.35"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0943","202309","CALL","325","1","12.8","12.8","12.8","12.8"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0946","202309","CALL","325","1","12.65","12.65","12.65","12.65"
"20230901","KR4201T93252","코스피200 C 202309 325.0","0949","202309","CALL","325","1","12.75","12.85","12.75","12.85"
