,현재가,거래량,체결시간,시가,고가,저가,대업종구분,소업종구분,종목정보,전일종가
869,-34310,6721,20230719150000,-34280,+34361,-34271,,,,
870,-34288,7319,20230719143000,+34240,+34299,-34203,,,,
871,-34230,6850,20230719140000,+34246,+34260,+34203,,,,
872,-34234,5599,20230719133000,+34196,+34268,+34187,,,,
873,-34210,5634,20230719130000,+34217,+34232,+34178,,,,
874,-34202,4987,20230719123000,+34243,+34265,+34193,,,,
875,-34247,4109,20230719120000,+34238,+34267,+34215,,,,
876,-34242,6248,20230719113000,+34215,+34273,+34198,,,,
877,-34234,8503,20230719110000,+34338,+34365,+34199,,,,
878,-34337,7787,20230719103000,+34385,+34426,-34333,,,,
879,+34379,10551,20230719100000,+34430,+34453,+34366,,,,
880,+34447,20192,20230719093000,+34396,+34505,+34370,,,,
881,+34393,23331,20230719090000,+34561,+34569,+34371,,,,
882,-34338,6059,20230718153000,+34344,+34350,+34335,,,,
883,-34344,6830,20230718150000,+34343,+34351,+34307,,,,
884,-34338,8404,20230718143000,+34322,+34365,+34297,,,,
885,-34309,7850,20230718140000,+34357,+34377,+34294,,,,
886,-34356,7211,20230718133000,+34343,+34367,+34304,,,,
887,-34346,6485,20230718130000,+34314,+34370,+34312,,,,
888,-34313,5600,20230718123000,+34324,+34354,+34290,,,,
889,-34312,6615,20230718120000,+34334,+34359,+34297,,,,
890,-34331,5957,20230718113000,+34327,+34377,+34302,,,,
891,-34313,8863,20230718110000,+34350,+34375,+34304,,,,
892,-34362,10112,20230718103000,+34503,+34520,+34348,,,,
893,-34520,10336,20230718100000,-34462,+34540,-34428,,,,
894,-34456,13453,20230718093000,+34457,+34524,+34427,,,,
895,-34464,27368,20230718090000,+34649,+34698,+34436,,,,
896,-34575,7228,20230717153000,+34541,+34575,+34540,,,,
897,-34541,7270,20230717150000,+34527,+34561,+34511,,,,
898,-34532,9390,20230717143000,+34528,+34573,+34509,,,,
899,-34529,14866,20230717140000,+34557,+34576,+34497,,,,
