체결시간,basis_시가
20230922101500,1.0499999999999545
20230922094500,0.7300000000000182
20230922091500,0.9699999999999704
20230921151500,0.9700000000000273
20230921144500,1.079999999999984
20230921141500,1.1899999999999977
20230921134500,1.0900000000000318
20230921131500,1.1599999999999682
20230921124500,1.2099999999999795
20230921121500,1.1299999999999955
20230921114500,1.0699999999999932
20230921111500,1.3600000000000136
20230921104500,1.240000000000009
20230921101500,1.1399999999999864
20230921094500,1.2699999999999818
20230921091500,1.3600000000000136
20230920151500,1.6200000000000045
20230920144500,1.4399999999999977
20230920141500,1.6200000000000045
20230920134500,1.5600000000000023
20230920131500,1.490000000000009
20230920124500,1.7100000000000364
20230920121500,1.75
20230920114500,1.75
20230920111500,1.7300000000000182
20230920104500,1.420000000000016
20230920101500,1.3999999999999773
20230920094500,1.4099999999999682
20230920091500,1.5399999999999636
20230919151500,1.740000000000009
20230919144500,1.509999999999991
20230919141500,1.57000000000005
20230919134500,1.3199999999999932
20230919131500,1.6100000000000136
20230919124500,1.3999999999999773
20230919121500,1.4599999999999795
20230919114500,1.6200000000000045
20230919111500,1.759999999999991
20230919104500,1.42999999999995
20230919101500,1.5600000000000023
20230919094500,1.599999999999966
20230919091500,1.5299999999999727
20230918151500,1.829999999999984
20230918144500,1.759999999999991
20230918141500,1.910000000000025
20230918134500,1.8600000000000136
20230918131500,1.839999999999975
20230918124500,1.7699999999999818
20230918121500,1.8799999999999955
20230918114500,1.6000000000000227
20230918111500,1.660000000000025
20230918104500,1.829999999999984
20230918101500,1.920000000000016
20230918094500,1.8700000000000045
20230918091500,1.740000000000009
20230915151500,2.019999999999982
20230915144500,1.9700000000000273
20230915141500,2.0299999999999727
20230915134500,2.2299999999999613
20230915131500,2.159999999999968
20230915124500,1.8899999999999864
20230915121500,2.2799999999999727
20230915114500,2.0400000000000205
20230915111500,1.990000000000009
20230915104500,1.9300000000000068
20230915101500,1.8899999999999864
20230915094500,1.900000000000034
20230915091500,1.5600000000000023
20230914151500,1.9599999999999795
20230914144500,1.6399999999999864
20230914141500,1.6100000000000136
20230914134500,1.9499999999999886
20230914131500,1.7100000000000364
20230914124500,1.6200000000000045
20230914121500,1.410000000000025
20230914114500,1.57000000000005
20230914111500,1.6999999999999886
20230914104500,1.3500000000000227
20230914101500,1.6100000000000136
20230914094500,1.420000000000016
20230914091500,1.1899999999999977
20230913151500,1.5299999999999727
20230913144500,1.7300000000000182
20230913141500,1.5600000000000023
20230913134500,1.7899999999999636
20230913131500,1.7200000000000273
20230913124500,1.6099999999999568
20230913121500,1.6200000000000045
20230913114500,1.5200000000000387
20230913111500,1.5500000000000114
20230913104500,1.420000000000016
20230913101500,1.7900000000000205
20230913094500,1.5900000000000318
20230913091500,1.589999999999975
20230912151500,1.6899999999999977
20230912144500,1.6999999999999886
20230912141500,1.329999999999984
20230912134500,1.6399999999999864
20230912131500,1.75
20230912124500,1.5699999999999932
20230912121500,1.670000000000016
20230912114500,1.8000000000000114
20230912111500,1.57000000000005
20230912104500,1.5699999999999932
20230912101500,1.6800000000000068
20230912094500,1.839999999999975
20230912091500,1.8700000000000045
20230911151500,1.7699999999999818
20230911144500,1.8899999999999864
20230911141500,1.9499999999999886
20230911134500,1.7200000000000273
20230911131500,1.6000000000000227
20230911124500,1.6299999999999955
20230911121500,1.6899999999999977
20230911114500,1.7200000000000273
20230911111500,1.7199999999999704
20230911104500,1.920000000000016
20230911101500,1.849999999999966
20230911094500,1.6099999999999568
20230911091500,1.8100000000000023
20230908151500,1.9300000000000068
20230908144500,1.829999999999984
20230908141500,1.5399999999999636
20230908134500,1.5500000000000114
20230908131500,1.6399999999999864
20230908124500,1.6899999999999977
20230908121500,1.5
20230908114500,1.8400000000000318
20230908111500,1.8999999999999773
20230908104500,1.759999999999991
20230908101500,1.5500000000000114
20230908094500,1.5400000000000205
20230908091500,1.5600000000000023
20230907151500,1.7600000000000477
20230907144500,1.5699999999999932
20230907141500,1.650000000000034
20230907134500,1.6899999999999977
20230907131500,1.6399999999999864
20230907124500,1.4500000000000455
20230907121500,1.5600000000000023
20230907114500,1.6200000000000045
20230907111500,1.5600000000000023
20230907104500,1.9699999999999704
20230907101500,1.8100000000000023
20230907094500,1.8000000000000114
20230907091500,1.6499999999999773
20230906151500,1.6899999999999977
20230906144500,1.670000000000016
20230906141500,1.5400000000000205
20230906134500,1.650000000000034
20230906131500,1.759999999999991
20230906124500,1.7199999999999704
20230906121500,1.6399999999999864
20230906114500,1.5399999999999636
20230906111500,1.6299999999999955
20230906104500,1.6999999999999886
20230906101500,1.7100000000000364
20230906094500,1.7999999999999545
20230906091500,1.400000000000034
20230905151500,1.6200000000000045
20230905144500,1.6999999999999886
20230905141500,1.670000000000016
20230905134500,1.740000000000009
20230905131500,1.7699999999999818
20230905124500,1.740000000000009
20230905121500,1.3899999999999864
20230905114500,1.7099999999999795
20230905111500,1.7700000000000387
20230905104500,1.3900000000000432
20230905101500,1.6000000000000227
20230905094500,1.4599999999999795
20230905091500,1.829999999999984
20230904151500,1.8100000000000023
20230904144500,1.490000000000009
20230904141500,1.7099999999999795
20230904134500,1.8000000000000114
20230904131500,1.660000000000025
20230904124500,1.6399999999999864
20230904121500,1.8999999999999773
20230904114500,1.7399999999999523
20230904111500,1.670000000000016
20230904104500,1.6499999999999773
20230904101500,1.7300000000000182
20230904094500,1.6299999999999955
20230904091500,1.6899999999999977
20230901151500,1.9599999999999795
20230901144500,1.75
20230901141500,1.900000000000034
20230901134500,1.7799999999999727
20230901131500,1.9799999999999613
20230901124500,1.6100000000000136
20230901121500,1.9300000000000068
20230901114500,1.6299999999999955
20230901111500,1.9499999999999886
20230901104500,2.0
20230901101500,1.6999999999999886
20230901094500,1.589999999999975
20230901091500,1.4699999999999704
20230831151500,1.7799999999999727
20230831144500,1.9700000000000273
20230831141500,1.8100000000000023
20230831134500,1.9800000000000182
20230831131500,1.8400000000000318
