체결시간,basis_시가
20231023151500,1.2200000000000273
20231023144500,1.2199999999999704
20231023141500,0.9800000000000182
20231023134500,1.1100000000000136
20231023131500,0.9900000000000091
20231023124500,1.1499999999999773
20231023121500,1.259999999999991
20231023114500,0.9700000000000273
20231023111500,0.9199999999999591
20231023104500,1.0500000000000114
20231023101500,0.9899999999999523
20231023094500,0.9300000000000068
20231023091500,0.9300000000000068
20231020151500,1.0600000000000023
20231020144500,1.259999999999991
20231020141500,1.1000000000000227
20231020134500,1.419999999999959
20231020131500,1.1100000000000136
20231020124500,1.490000000000009
20231020121500,1.410000000000025
20231020114500,1.2900000000000205
20231020111500,1.1999999999999886
20231020104500,1.1800000000000068
20231020101500,1.3700000000000045
20231020094500,1.1499999999999773
20231020091500,1.4599999999999795
20231019151500,1.2799999999999727
20231019144500,1.1999999999999886
20231019141500,1.3900000000000432
20231019134500,1.1200000000000045
20231019131500,1.1800000000000068
20231019124500,1.1899999999999977
20231019121500,1.2399999999999523
20231019114500,1.089999999999975
20231019111500,1.160000000000025
20231019104500,1.3400000000000318
20231019101500,1.2700000000000387
20231019094500,0.9499999999999886
20231019091500,1.1000000000000227
20231018151500,1.4700000000000273
20231018144500,1.6899999999999977
20231018141500,1.6399999999999864
20231018134500,1.4700000000000273
20231018131500,1.420000000000016
20231018124500,1.4700000000000273
20231018121500,1.6200000000000045
20231018114500,1.3700000000000045
20231018111500,1.4699999999999704
20231018104500,1.5299999999999727
20231018101500,1.509999999999991
20231018094500,1.3700000000000045
20231018091500,1.4799999999999613
20231017151500,1.579999999999984
20231017144500,1.5699999999999932
20231017141500,1.589999999999975
20231017134500,1.6999999999999886
20231017131500,1.4700000000000273
20231017124500,1.2700000000000387
20231017121500,1.5699999999999932
20231017114500,1.4799999999999613
20231017111500,1.4600000000000364
20231017104500,1.5299999999999727
20231017101500,1.5900000000000318
20231017094500,1.339999999999975
20231017091500,1.5
20231016151500,1.4599999999999795
20231016144500,1.3899999999999864
20231016141500,1.7200000000000273
20231016134500,1.4499999999999886
20231016131500,1.660000000000025
20231016124500,1.5299999999999727
20231016121500,1.5600000000000023
20231016114500,1.4500000000000455
20231016111500,1.6000000000000227
20231016104500,1.5399999999999636
20231016101500,1.5
20231016094500,1.4699999999999704
20231016091500,1.3100000000000023
20231013151500,1.3500000000000227
20231013144500,1.5500000000000114
20231013141500,1.5200000000000387
20231013134500,1.6899999999999977
20231013131500,1.490000000000009
20231013124500,1.5200000000000387
20231013121500,1.4499999999999886
20231013114500,1.2899999999999636
20231013111500,1.5299999999999727
20231013104500,1.5499999999999545
20231013101500,1.579999999999984
20231013094500,1.3899999999999864
20231013091500,1.5
20231012151500,2.1499999999999773
20231012144500,1.7100000000000364
20231012141500,1.8600000000000136
20231012134500,1.839999999999975
20231012131500,2.0400000000000205
20231012124500,2.099999999999966
20231012121500,1.9499999999999886
20231012114500,1.7900000000000205
20231012111500,1.759999999999991
20231012104500,2.0400000000000205
20231012101500,1.7099999999999795
20231012094500,1.759999999999991
20231012091500,1.67999999999995
20231011151500,1.8899999999999864
20231011144500,1.9899999999999523
20231011141500,2.0500000000000114
20231011134500,1.759999999999991
20231011131500,2.089999999999975
20231011124500,1.990000000000009
20231011121500,1.829999999999984
20231011114500,2.0399999999999636
20231011111500,1.8400000000000318
20231011104500,1.829999999999984
20231011101500,1.8600000000000136
20231011094500,2.019999999999982
20231011091500,2.0400000000000205
20231010151500,1.7700000000000387
20231010144500,1.6899999999999977
20231010141500,1.7399999999999523
20231010134500,1.410000000000025
20231010131500,1.4399999999999977
20231010124500,1.5600000000000023
20231010121500,1.5199999999999818
20231010114500,1.6999999999999886
20231010111500,1.670000000000016
20231010104500,1.4599999999999795
20231010101500,1.490000000000009
20231010094500,1.6200000000000045
20231010091500,1.6599999999999682
20231006151500,1.4399999999999977
20231006144500,1.589999999999975
20231006141500,1.589999999999975
20231006134500,1.4600000000000364
20231006131500,1.4499999999999886
20231006124500,1.6299999999999955
20231006121500,1.1899999999999977
20231006114500,1.3700000000000045
20231006111500,1.3700000000000045
20231006104500,1.25
20231006101500,1.2900000000000205
20231006094500,1.3599999999999568
20231006091500,1.240000000000009
20231005151500,1.2800000000000296
20231005144500,1.170000000000016
20231005141500,0.8000000000000114
20231005134500,1.0200000000000387
20231005131500,0.9900000000000091
20231005124500,1.1200000000000045
20231005121500,1.169999999999959
20231005114500,1.0699999999999932
20231005111500,0.9900000000000091
20231005104500,1.2399999999999523
20231005101500,0.9900000000000091
20231005094500,1.150000000000034
20231005091500,0.910000000000025
20231004151500,1.079999999999984
20231004144500,1.150000000000034
20231004141500,0.9699999999999704
20231004134500,0.6200000000000045
20231004131500,0.8500000000000227
20231004124500,0.9200000000000159
20231004121500,0.8799999999999955
20231004114500,0.8600000000000136
20231004111500,0.7100000000000364
20231004104500,0.7199999999999704
20231004101500,0.6100000000000136
20231004094500,0.5500000000000114
20231004091500,0.6500000000000341
20230927151500,1.5699999999999932
20230927144500,1.4700000000000273
20230927141500,1.6299999999999955
20230927134500,1.670000000000016
20230927131500,1.6899999999999977
20230927124500,1.7099999999999795
20230927121500,1.6899999999999977
20230927114500,1.4500000000000455
20230927111500,1.67999999999995
20230927104500,1.6899999999999977
20230927101500,1.6899999999999977
20230927094500,1.4599999999999795
20230927091500,1.5699999999999932
20230926151500,1.75
20230926144500,1.4399999999999977
20230926141500,1.599999999999966
20230926134500,1.6200000000000045
20230926131500,1.3700000000000045
20230926124500,1.5
20230926121500,1.5500000000000114
20230926114500,1.5400000000000205
20230926111500,1.349999999999966
20230926104500,1.3100000000000023
20230926101500,1.6899999999999977
20230926094500,1.4399999999999977
20230926091500,1.579999999999984
20230925151500,1.6299999999999955
20230925144500,1.4899999999999523
20230925141500,1.3899999999999864
20230925134500,1.2899999999999636
20230925131500,1.259999999999991
20230925124500,1.1200000000000045
20230925121500,1.2699999999999818
20230925114500,1.1399999999999864
20230925111500,1.089999999999975
20230925104500,1.0600000000000023
20230925101500,1.25
20230925094500,1.07000000000005
20230925091500,0.9399999999999977
20230922151500,0.839999999999975
20230922144500,1.3799999999999955
20230922141500,1.1200000000000045
20230922134500,1.080000000000041
20230922131500,0.92999999999995
20230922124500,1.170000000000016
20230922121500,1.400000000000034
20230922114500,0.9399999999999977
20230922111500,1.0600000000000023
20230922104500,0.8300000000000409
