현재가,거래량,체결시간,시가,고가,저가,전일종가
0.03,187,20231027154500,0.03,0.03,0.03,
-0.02,3,20231027153000,0.03,0.03,-0.02,
-0.02,33,20231027151500,0.03,0.03,-0.02,
0.03,1,20231027150000,0.03,0.03,0.03,
0.03,3,20231027144500,0.03,0.03,0.03,
0.03,5,20231027143000,-0.02,0.03,-0.02,
-0.02,1,20231027141500,-0.02,-0.02,-0.02,
-0.02,11,20231027140000,-0.02,-0.02,-0.02,
0.03,1126,20231027133000,0.03,0.03,0.03,
0.03,26,20231027131500,0.03,0.03,0.03,
0.03,5,20231027130000,0.03,0.03,0.03,
0.03,15,20231027124500,0.03,0.03,0.03,
0.03,576,20231027123000,0.03,0.03,0.03,
0.03,2208,20231027121500,0.03,0.03,0.03,
0.03,32,20231027120000,0.03,+0.04,0.03,
0.03,13,20231027114500,+0.04,+0.04,0.03,
+0.04,5,20231027113000,0.03,+0.04,0.03,
+0.04,599,20231027111500,+0.04,+0.04,+0.04,
+0.04,76,20231027110000,0.03,+0.04,0.03,
+0.04,188,20231027104500,+0.04,+0.04,+0.04,
0.03,19,20231027101500,0.03,+0.04,0.03,
0.03,14,20231027100000,+0.04,+0.04,0.03,
+0.04,8,20231027094500,+0.04,+0.04,+0.04,
+0.04,15,20231027093000,+0.04,+0.04,0.03,
+0.04,876,20231027091500,+0.04,+0.05,+0.04,
+0.05,761,20231027090000,+0.05,+0.05,+0.04,
+0.05,294,20231027084500,+0.04,+0.05,+0.04,
0.05,31,20231026154500,0.05,0.05,0.05,
0.05,284,20231026153000,0.05,+0.06,-0.04,
0.05,1310,20231026151500,0.05,+0.06,-0.04,
0.05,421,20231026150000,0.05,0.05,-0.04,
0.05,826,20231026144500,0.05,+0.06,0.05,
0.05,214,20231026143000,0.05,0.05,-0.04,
-0.04,36,20231026141500,0.05,0.05,-0.04,
0.05,84,20231026140000,0.05,0.05,0.05,
0.05,22,20231026134500,0.05,0.05,0.05,
0.05,1618,20231026133000,0.05,0.05,-0.04,
0.05,2028,20231026131500,-0.04,0.05,-0.04,
0.05,171,20231026130000,0.05,0.05,-0.04,
0.05,191,20231026124500,0.05,0.05,-0.04,
0.05,1042,20231026123000,0.05,0.05,0.05,
0.05,1094,20231026121500,+0.06,+0.06,-0.04,
0.05,58,20231026120000,+0.06,+0.06,0.05,
0.05,76,20231026114500,0.05,+0.06,0.05,
0.05,212,20231026113000,+0.06,+0.06,0.05,
+0.06,2411,20231026111500,0.05,+0.06,0.05,
0.05,71,20231026110000,+0.06,+0.06,0.05,
0.05,394,20231026104500,+0.06,+0.06,0.05,
0.05,16,20231026103000,+0.06,+0.06,0.05,
0.05,7,20231026101500,0.05,+0.06,0.05,
+0.06,73,20231026100000,+0.06,+0.06,0.05,
+0.06,59,20231026094500,0.05,+0.06,0.05,
+0.06,2319,20231026093000,+0.06,+0.07,0.05,
+0.06,2967,20231026091500,+0.06,+0.07,+0.06,
+0.06,451,20231026090000,+0.06,+0.06,0.05,
0.05,3610,20231026084500,0.05,+0.06,0.05,
0.10,158,20231025154500,0.10,0.10,0.10,
+0.11,436,20231025153000,0.10,+0.11,0.10,
+0.11,1027,20231025151500,+0.11,+0.12,0.10,
+0.11,785,20231025150000,+0.13,+0.13,+0.11,
+0.12,1245,20231025144500,+0.12,+0.13,+0.12,
+0.13,1441,20231025143000,+0.12,+0.13,+0.12,
+0.12,1131,20231025141500,+0.14,+0.14,+0.12,
+0.14,1687,20231025140000,+0.13,+0.14,+0.13,
+0.14,21,20231025134500,+0.14,+0.14,+0.13,
+0.13,750,20231025133000,+0.14,+0.14,+0.13,
+0.14,3133,20231025131500,+0.12,+0.14,+0.12,
+0.13,2334,20231025130000,+0.14,+0.14,+0.12,
+0.14,5,20231025124500,+0.13,+0.14,+0.13,
+0.13,352,20231025123000,+0.14,+0.14,+0.13,
+0.13,1362,20231025121500,+0.15,+0.15,+0.13,
+0.14,703,20231025120000,+0.16,+0.16,+0.14,
+0.16,1353,20231025114500,+0.16,+0.17,+0.15,
+0.16,147,20231025113000,+0.16,+0.16,+0.16,
+0.17,2010,20231025111500,+0.16,+0.17,+0.15,
+0.16,3174,20231025110000,+0.16,+0.17,+0.15,
+0.16,2264,20231025104500,+0.14,+0.16,+0.14,
+0.14,3555,20231025103000,+0.14,+0.15,+0.13,
+0.14,2983,20231025101500,+0.15,+0.16,+0.13,
+0.15,2451,20231025100000,+0.15,+0.15,+0.14,
+0.15,3701,20231025094500,+0.15,+0.16,+0.14,
