,거래일자,종목코드,종목명,시각,만기월,풋콜구분,행사가,결제월번호,시가,고가,저가,종가
0,20230908,KR4201T93252,코스피200 C 202309 325.0,850,202309,CALL,325.0,1,11.7,11.7,11.7,11.7
1,20230908,KR4201T93252,코스피200 C 202309 325.0,851,202309,CALL,325.0,1,11.75,11.75,11.75,11.75
2,20230908,KR4201T93252,코스피200 C 202309 325.0,852,202309,CALL,325.0,1,11.6,11.6,11.6,11.6
3,20230908,KR4201T93252,코스피200 C 202309 325.0,859,202309,CALL,325.0,1,11.5,11.5,11.5,11.5
4,20230908,KR4201T93252,코스피200 C 202309 325.0,900,202309,CALL,325.0,1,11.4,11.4,11.0,11.0
5,20230908,KR4201T93252,코스피200 C 202309 325.0,902,202309,CALL,325.0,1,10.8,10.8,10.8,10.8
6,20230908,KR4201T93252,코스피200 C 202309 325.0,914,202309,CALL,325.0,1,11.15,11.15,11.15,11.15
7,20230908,KR4201T93252,코스피200 C 202309 325.0,919,202309,CALL,325.0,1,11.45,11.45,11.45,11.45
8,20230908,KR4201T93252,코스피200 C 202309 325.0,921,202309,CALL,325.0,1,11.3,11.3,11.3,11.3
9,20230908,KR4201T93252,코스피200 C 202309 325.0,923,202309,CALL,325.0,1,11.15,11.15,11.15,11.15
10,20230908,KR4201T93252,코스피200 C 202309 325.0,924,202309,CALL,325.0,1,11.0,11.0,11.0,11.0
11,20230908,KR4201T93252,코스피200 C 202309 325.0,926,202309,CALL,325.0,1,10.85,10.85,10.7,10.7
12,20230908,KR4201T93252,코스피200 C 202309 325.0,935,202309,CALL,325.0,1,10.1,10.15,10.1,10.15
13,20230908,KR4201T93252,코스피200 C 202309 325.0,1000,202309,CALL,325.0,1,10.4,10.4,10.4,10.4
14,20230908,KR4201T93252,코스피200 C 202309 325.0,1032,202309,CALL,325.0,1,10.0,10.0,10.0,10.0
15,20230908,KR4201T93252,코스피200 C 202309 325.0,1042,202309,CALL,325.0,1,10.0,10.0,10.0,10.0
16,20230908,KR4201T93252,코스피200 C 202309 325.0,1049,202309,CALL,325.0,1,9.84,9.95,9.8,9.8
17,20230908,KR4201T93252,코스피200 C 202309 325.0,1106,202309,CALL,325.0,1,9.99,9.99,9.99,9.99
18,20230908,KR4201T93252,코스피200 C 202309 325.0,1114,202309,CALL,325.0,1,10.15,10.15,10.15,10.15
19,20230908,KR4201T93252,코스피200 C 202309 325.0,1217,202309,CALL,325.0,1,9.85,9.91,9.85,9.88
20,20230908,KR4201T93252,코스피200 C 202309 325.0,1227,202309,CALL,325.0,1,9.7,9.7,9.7,9.7
21,20230908,KR4201T93252,코스피200 C 202309 325.0,1228,202309,CALL,325.0,1,9.7,9.7,9.7,9.7
22,20230908,KR4201T93252,코스피200 C 202309 325.0,1230,202309,CALL,325.0,1,9.72,9.72,9.7,9.7
23,20230908,KR4201T93252,코스피200 C 202309 325.0,1233,202309,CALL,325.0,1,9.64,9.64,9.64,9.64
24,20230908,KR4201T93252,코스피200 C 202309 325.0,1241,202309,CALL,325.0,1,9.68,9.69,9.68,9.69
25,20230908,KR4201T93252,코스피200 C 202309 325.0,1245,202309,CALL,325.0,1,9.64,9.64,9.64,9.64
26,20230908,KR4201T93252,코스피200 C 202309 325.0,1300,202309,CALL,325.0,1,9.83,9.83,9.83,9.83
27,20230908,KR4201T93252,코스피200 C 202309 325.0,1301,202309,CALL,325.0,1,9.76,9.76,9.76,9.76
28,20230908,KR4201T93252,코스피200 C 202309 325.0,1305,202309,CALL,325.0,1,9.59,9.59,9.55,9.55
29,20230908,KR4201T93252,코스피200 C 202309 325.0,1337,202309,CALL,325.0,1,9.52,9.52,9.5,9.5
30,20230908,KR4201T93252,코스피200 C 202309 325.0,1339,202309,CALL,325.0,1,9.35,9.35,9.35,9.35
31,20230908,KR4201T93252,코스피200 C 202309 325.0,1340,202309,CALL,325.0,1,9.27,9.27,9.27,9.27
32,20230908,KR4201T93252,코스피200 C 202309 325.0,1343,202309,CALL,325.0,1,9.23,9.23,9.23,9.23
33,20230908,KR4201T93252,코스피200 C 202309 325.0,1424,202309,CALL,325.0,1,9.9,9.9,9.9,9.9
34,20230908,KR4201T93252,코스피200 C 202309 325.0,1430,202309,CALL,325.0,1,10.15,10.15,10.15,10.15
35,20230908,KR4201T93252,코스피200 C 202309 325.0,1435,202309,CALL,325.0,1,10.2,10.2,10.2,10.2
36,20230908,KR4201T93252,코스피200 C 202309 325.0,1437,202309,CALL,325.0,1,10.2,10.2,10.2,10.2
37,20230908,KR4201T93252,코스피200 C 202309 325.0,1440,202309,CALL,325.0,1,10.3,10.3,10.3,10.3
38,20230908,KR4201T93252,코스피200 C 202309 325.0,1442,202309,CALL,325.0,1,10.35,10.35,10.35,10.35
39,20230908,KR4201T93252,코스피200 C 202309 325.0,1446,202309,CALL,325.0,1,10.65,10.65,10.65,10.65
40,20230908,KR4201T93252,코스피200 C 202309 325.0,1449,202309,CALL,325.0,1,10.75,10.75,10.6,10.6
41,20230908,KR4201T93252,코스피200 C 202309 325.0,1451,202309,CALL,325.0,1,10.6,10.6,10.6,10.6
42,20230908,KR4201T93252,코스피200 C 202309 325.0,1452,202309,CALL,325.0,1,10.6,10.6,10.6,10.6
43,20230908,KR4201T93252,코스피200 C 202309 325.0,1458,202309,CALL,325.0,1,10.65,10.65,10.65,10.65
44,20230908,KR4201T93252,코스피200 C 202309 325.0,1501,202309,CALL,325.0,1,10.8,10.8,10.8,10.8
45,20230908,KR4201T93252,코스피200 C 202309 325.0,1503,202309,CALL,325.0,1,10.9,11.05,10.9,11.05
46,20230908,KR4201T93252,코스피200 C 202309 325.0,1505,202309,CALL,325.0,1,11.15,11.15,11.15,11.15
47,20230908,KR4201T93252,코스피200 C 202309 325.0,1510,202309,CALL,325.0,1,11.3,11.3,11.3,11.3
48,20230908,KR4201T93252,코스피200 C 202309 325.0,1512,202309,CALL,325.0,1,11.4,11.4,11.4,11.4
49,20230908,KR4201T93252,코스피200 C 202309 325.0,1513,202309,CALL,325.0,1,11.3,11.3,11.2,11.2
50,20230908,KR4301T93250,코스피200 P 202309 325.0,730,202309,PUT,325.0,1,,,,
51,20230908,KR4301T93250,코스피200 P 202309 325.0,731,202309,PUT,325.0,1,,,,
52,20230908,KR4301T93250,코스피200 P 202309 325.0,732,202309,PUT,325.0,1,,,,
53,20230908,KR4301T93250,코스피200 P 202309 325.0,735,202309,PUT,325.0,1,,,,
54,20230908,KR4301T93250,코스피200 P 202309 325.0,740,202309,PUT,325.0,1,,,,
55,20230908,KR4301T93250,코스피200 P 202309 325.0,845,202309,PUT,325.0,1,0.1,0.1,0.09,0.1
56,20230908,KR4301T93250,코스피200 P 202309 325.0,846,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
57,20230908,KR4301T93250,코스피200 P 202309 325.0,847,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
58,20230908,KR4301T93250,코스피200 P 202309 325.0,848,202309,PUT,325.0,1,0.09,0.1,0.09,0.09
59,20230908,KR4301T93250,코스피200 P 202309 325.0,849,202309,PUT,325.0,1,0.09,0.09,0.08,0.09
60,20230908,KR4301T93250,코스피200 P 202309 325.0,850,202309,PUT,325.0,1,0.09,0.09,0.08,0.08
61,20230908,KR4301T93250,코스피200 P 202309 325.0,851,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
62,20230908,KR4301T93250,코스피200 P 202309 325.0,852,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
63,20230908,KR4301T93250,코스피200 P 202309 325.0,853,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
64,20230908,KR4301T93250,코스피200 P 202309 325.0,854,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
65,20230908,KR4301T93250,코스피200 P 202309 325.0,855,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
66,20230908,KR4301T93250,코스피200 P 202309 325.0,856,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
67,20230908,KR4301T93250,코스피200 P 202309 325.0,857,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
68,20230908,KR4301T93250,코스피200 P 202309 325.0,858,202309,PUT,325.0,1,0.08,0.09,0.08,0.09
69,20230908,KR4301T93250,코스피200 P 202309 325.0,859,202309,PUT,325.0,1,0.09,0.09,0.09,0.09
70,20230908,KR4301T93250,코스피200 P 202309 325.0,900,202309,PUT,325.0,1,0.1,0.12,0.09,0.11
71,20230908,KR4301T93250,코스피200 P 202309 325.0,901,202309,PUT,325.0,1,0.11,0.11,0.11,0.11
72,20230908,KR4301T93250,코스피200 P 202309 325.0,902,202309,PUT,325.0,1,0.11,0.12,0.11,0.11
73,20230908,KR4301T93250,코스피200 P 202309 325.0,903,202309,PUT,325.0,1,0.11,0.11,0.1,0.1
74,20230908,KR4301T93250,코스피200 P 202309 325.0,904,202309,PUT,325.0,1,0.11,0.11,0.1,0.1
75,20230908,KR4301T93250,코스피200 P 202309 325.0,905,202309,PUT,325.0,1,0.11,0.11,0.11,0.11
76,20230908,KR4301T93250,코스피200 P 202309 325.0,906,202309,PUT,325.0,1,0.1,0.1,0.09,0.09
77,20230908,KR4301T93250,코스피200 P 202309 325.0,907,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
78,20230908,KR4301T93250,코스피200 P 202309 325.0,908,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
79,20230908,KR4301T93250,코스피200 P 202309 325.0,909,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
80,20230908,KR4301T93250,코스피200 P 202309 325.0,910,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
81,20230908,KR4301T93250,코스피200 P 202309 325.0,911,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
82,20230908,KR4301T93250,코스피200 P 202309 325.0,912,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
83,20230908,KR4301T93250,코스피200 P 202309 325.0,914,202309,PUT,325.0,1,0.1,0.1,0.1,0.1
