,거래일자,종목코드,종목명,시각,만기월,풋콜구분,행사가,결제월번호,시가,고가,저가,종가
0,20231012,KR4201TB3127,코스피200 C 202311 312.5,1307,202311,CALL,312.5,2,17.35,17.35,17.35,17.35
1,20231012,KR4301TB3126,코스피200 P 202311 312.5,731,202311,PUT,312.5,2,,,,
2,20231012,KR4301TB3126,코스피200 P 202311 312.5,732,202311,PUT,312.5,2,,,,
3,20231012,KR4301TB3126,코스피200 P 202311 312.5,735,202311,PUT,312.5,2,,,,
4,20231012,KR4301TB3126,코스피200 P 202311 312.5,736,202311,PUT,312.5,2,,,,
5,20231012,KR4301TB3126,코스피200 P 202311 312.5,845,202311,PUT,312.5,2,1.32,1.32,1.3,1.31
6,20231012,KR4301TB3126,코스피200 P 202311 312.5,846,202311,PUT,312.5,2,1.3,1.31,1.29,1.31
7,20231012,KR4301TB3126,코스피200 P 202311 312.5,847,202311,PUT,312.5,2,1.3,1.3,1.28,1.28
8,20231012,KR4301TB3126,코스피200 P 202311 312.5,848,202311,PUT,312.5,2,1.28,1.28,1.24,1.24
9,20231012,KR4301TB3126,코스피200 P 202311 312.5,849,202311,PUT,312.5,2,1.21,1.21,1.17,1.18
10,20231012,KR4301TB3126,코스피200 P 202311 312.5,850,202311,PUT,312.5,2,1.18,1.21,1.17,1.21
11,20231012,KR4301TB3126,코스피200 P 202311 312.5,851,202311,PUT,312.5,2,1.22,1.23,1.21,1.22
12,20231012,KR4301TB3126,코스피200 P 202311 312.5,852,202311,PUT,312.5,2,1.23,1.25,1.23,1.25
13,20231012,KR4301TB3126,코스피200 P 202311 312.5,853,202311,PUT,312.5,2,1.25,1.25,1.24,1.24
14,20231012,KR4301TB3126,코스피200 P 202311 312.5,854,202311,PUT,312.5,2,1.23,1.25,1.23,1.25
15,20231012,KR4301TB3126,코스피200 P 202311 312.5,855,202311,PUT,312.5,2,1.23,1.23,1.23,1.23
16,20231012,KR4301TB3126,코스피200 P 202311 312.5,856,202311,PUT,312.5,2,1.23,1.23,1.23,1.23
17,20231012,KR4301TB3126,코스피200 P 202311 312.5,857,202311,PUT,312.5,2,1.24,1.28,1.24,1.28
18,20231012,KR4301TB3126,코스피200 P 202311 312.5,858,202311,PUT,312.5,2,1.31,1.35,1.29,1.3
19,20231012,KR4301TB3126,코스피200 P 202311 312.5,859,202311,PUT,312.5,2,1.29,1.29,1.27,1.27
20,20231012,KR4301TB3126,코스피200 P 202311 312.5,900,202311,PUT,312.5,2,1.27,1.31,1.21,1.23
21,20231012,KR4301TB3126,코스피200 P 202311 312.5,901,202311,PUT,312.5,2,1.23,1.24,1.22,1.22
22,20231012,KR4301TB3126,코스피200 P 202311 312.5,902,202311,PUT,312.5,2,1.22,1.28,1.22,1.25
23,20231012,KR4301TB3126,코스피200 P 202311 312.5,903,202311,PUT,312.5,2,1.25,1.27,1.24,1.27
24,20231012,KR4301TB3126,코스피200 P 202311 312.5,904,202311,PUT,312.5,2,1.27,1.27,1.23,1.25
25,20231012,KR4301TB3126,코스피200 P 202311 312.5,905,202311,PUT,312.5,2,1.26,1.26,1.23,1.23
26,20231012,KR4301TB3126,코스피200 P 202311 312.5,906,202311,PUT,312.5,2,1.22,1.23,1.22,1.23
27,20231012,KR4301TB3126,코스피200 P 202311 312.5,907,202311,PUT,312.5,2,1.23,1.24,1.19,1.19
28,20231012,KR4301TB3126,코스피200 P 202311 312.5,908,202311,PUT,312.5,2,1.18,1.18,1.14,1.14
29,20231012,KR4301TB3126,코스피200 P 202311 312.5,909,202311,PUT,312.5,2,1.15,1.16,1.13,1.13
30,20231012,KR4301TB3126,코스피200 P 202311 312.5,910,202311,PUT,312.5,2,1.12,1.12,1.1,1.12
31,20231012,KR4301TB3126,코스피200 P 202311 312.5,911,202311,PUT,312.5,2,1.15,1.16,1.15,1.16
32,20231012,KR4301TB3126,코스피200 P 202311 312.5,912,202311,PUT,312.5,2,1.17,1.21,1.16,1.19
33,20231012,KR4301TB3126,코스피200 P 202311 312.5,913,202311,PUT,312.5,2,1.2,1.22,1.19,1.22
