,거래일자,종목코드,종목명,시각,만기월,풋콜구분,행사가,결제월번호,시가,고가,저가,종가
0,20230904,KR4201TA3276,코스피200 C 202310 327.5,1016,202310,CALL,327.5,2,12.55,12.55,12.55,12.55
1,20230904,KR4201TA3276,코스피200 C 202310 327.5,1019,202310,CALL,327.5,2,12.4,12.4,12.4,12.4
2,20230904,KR4201TA3276,코스피200 C 202310 327.5,1020,202310,CALL,327.5,2,12.4,12.4,12.4,12.4
3,20230904,KR4201TA3276,코스피200 C 202310 327.5,1024,202310,CALL,327.5,2,12.5,12.5,12.5,12.5
4,20230904,KR4201TA3276,코스피200 C 202310 327.5,1026,202310,CALL,327.5,2,12.5,12.5,12.5,12.5
5,20230904,KR4201TA3276,코스피200 C 202310 327.5,1042,202310,CALL,327.5,2,12.0,12.0,12.0,12.0
6,20230904,KR4201TA3276,코스피200 C 202310 327.5,1046,202310,CALL,327.5,2,12.2,12.2,12.2,12.2
7,20230904,KR4201TA3276,코스피200 C 202310 327.5,1052,202310,CALL,327.5,2,11.95,11.95,11.95,11.95
8,20230904,KR4201TA3276,코스피200 C 202310 327.5,1053,202310,CALL,327.5,2,12.1,12.1,12.1,12.1
9,20230904,KR4201TA3276,코스피200 C 202310 327.5,1104,202310,CALL,327.5,2,12.45,12.45,12.45,12.45
10,20230904,KR4201TA3276,코스피200 C 202310 327.5,1115,202310,CALL,327.5,2,12.55,12.55,12.55,12.55
11,20230904,KR4201TA3276,코스피200 C 202310 327.5,1118,202310,CALL,327.5,2,12.5,12.5,12.5,12.5
12,20230904,KR4201TA3276,코스피200 C 202310 327.5,1119,202310,CALL,327.5,2,12.5,12.5,12.5,12.5
13,20230904,KR4201TA3276,코스피200 C 202310 327.5,1121,202310,CALL,327.5,2,12.65,12.65,12.65,12.65
14,20230904,KR4201TA3276,코스피200 C 202310 327.5,1127,202310,CALL,327.5,2,12.9,12.9,12.9,12.9
15,20230904,KR4201TA3276,코스피200 C 202310 327.5,1448,202310,CALL,327.5,2,13.75,13.75,13.75,13.75
16,20230904,KR4201TA3276,코스피200 C 202310 327.5,1450,202310,CALL,327.5,2,13.8,13.8,13.8,13.8
17,20230904,KR4201TA3276,코스피200 C 202310 327.5,1458,202310,CALL,327.5,2,14.0,14.0,14.0,14.0
18,20230904,KR4201TA3276,코스피200 C 202310 327.5,1459,202310,CALL,327.5,2,14.0,14.0,14.0,14.0
19,20230904,KR4201TA3276,코스피200 C 202310 327.5,1500,202310,CALL,327.5,2,14.0,14.0,14.0,14.0
20,20230904,KR4201TA3276,코스피200 C 202310 327.5,1502,202310,CALL,327.5,2,14.0,14.0,14.0,14.0
21,20230904,KR4201TA3276,코스피200 C 202310 327.5,1503,202310,CALL,327.5,2,14.05,14.05,14.05,14.05
22,20230904,KR4201TA3276,코스피200 C 202310 327.5,1506,202310,CALL,327.5,2,14.0,14.0,14.0,14.0
23,20230904,KR4201TA3276,코스피200 C 202310 327.5,1508,202310,CALL,327.5,2,14.0,14.0,14.0,14.0
24,20230904,KR4201TA3276,코스피200 C 202310 327.5,1509,202310,CALL,327.5,2,14.0,14.0,14.0,14.0
25,20230904,KR4201TA3276,코스피200 C 202310 327.5,1515,202310,CALL,327.5,2,14.1,14.1,14.1,14.1
26,20230904,KR4301TA3275,코스피200 P 202310 327.5,846,202310,PUT,327.5,2,1.63,1.63,1.63,1.63
27,20230904,KR4301TA3275,코스피200 P 202310 327.5,848,202310,PUT,327.5,2,1.54,1.54,1.54,1.54
28,20230904,KR4301TA3275,코스피200 P 202310 327.5,849,202310,PUT,327.5,2,1.55,1.55,1.55,1.55
29,20230904,KR4301TA3275,코스피200 P 202310 327.5,850,202310,PUT,327.5,2,1.56,1.56,1.56,1.56
30,20230904,KR4301TA3275,코스피200 P 202310 327.5,851,202310,PUT,327.5,2,1.55,1.55,1.54,1.55
