현재가,거래량,체결시간,시가,고가,저가,전일종가
0.01,54,20231103100000,0.01,0.01,0.01,6
0.01,119,20231103094500,0.01,0.01,0.01,
0.01,258,20231102100000,0.01,0.01,0.01,
0.01,1,20231030084500,0.01,0.01,0.01,
0.01,15,20231026114500,0.01,0.01,0.01,
0.01,1,20231026100000,0.01,0.01,0.01,
0.01,32,20231026094500,0.01,0.01,0.01,
0.01,1,20231026091500,0.01,0.01,0.01,
0.01,1,20231024153000,0.01,0.01,0.01,
0.01,2,20231024103000,0.01,0.01,0.01,
0.01,1,20231024100000,0.01,0.01,0.01,
0.01,9,20231023120000,0.01,0.01,0.01,
0.01,1,20231020110000,0.01,0.01,0.01,
0.01,1,20231020100000,0.01,0.01,0.01,
0.01,4,20231020091500,0.01,0.01,0.01,
0.01,8,20231020090000,0.01,0.01,0.01,
0.01,2,20231020084500,0.01,0.01,0.01,
0.01,1,20231019141500,0.01,0.01,0.01,
0.01,40,20231019120000,0.01,0.01,0.01,
0.01,2,20231019114500,0.01,0.01,0.01,
0.01,60,20231019113000,0.01,0.01,0.01,
0.01,6,20231019104500,0.01,0.01,0.01,
0.01,1,20231019103000,0.01,0.01,0.01,
0.01,2,20231019101500,0.01,0.01,0.01,
0.01,65,20231019094500,0.01,0.01,0.01,
0.01,3,20231019091500,0.01,0.01,0.01,
0.01,10,20231019090000,0.01,0.01,0.01,
0.01,93,20231019084500,0.01,0.01,0.01,
0.01,300,20231018140000,0.01,0.01,0.01,
0.01,24,20231018130000,0.01,0.01,0.01,
0.01,5,20231018120000,0.01,0.01,0.01,
0.01,452,20231018113000,0.01,0.01,0.01,
+0.02,28,20231018110000,+0.02,+0.02,+0.02,
0.01,262,20231018104500,0.01,0.01,0.01,
0.01,228,20231018103000,0.01,0.01,0.01,
+0.02,5,20231018093000,+0.02,+0.02,+0.02,
+0.02,4,20231018091500,0.01,+0.02,0.01,
+0.02,275,20231018090000,0.01,+0.02,0.01,
0.01,607,20231018084500,0.01,0.01,0.01,
0.01,16,20231017154500,0.01,0.01,0.01,
0.01,1,20231017143000,0.01,0.01,0.01,
0.01,1,20231017134500,0.01,0.01,0.01,
+0.02,1,20231017121500,+0.02,+0.02,+0.02,
0.01,1,20231017120000,0.01,0.01,0.01,
+0.02,2,20231017114500,+0.02,+0.02,+0.02,
0.01,20,20231017111500,+0.02,+0.02,0.01,
