현재가,거래량,체결시간,시가,고가,저가,전일종가
13.55,20,20231103154500,13.55,13.55,13.55,-0.09
-13.50,1,20231103153000,-13.50,-13.50,-13.50,
-13.40,8,20231103151500,-13.50,13.55,-13.30,
+13.65,4,20231103150000,-13.45,+13.65,-13.45,
-13.25,2,20231103144500,-13.25,-13.25,-13.25,
-13.25,4,20231103143000,-13.30,-13.40,-13.25,
-13.30,2,20231103141500,-13.30,-13.30,-13.30,
+13.60,9,20231103140000,-13.40,+13.70,-13.40,
-13.35,4,20231103134500,-13.35,-13.35,-13.30,
-13.25,1,20231103133000,-13.25,-13.25,-13.25,
-13.20,2,20231103131500,-12.85,-13.20,-12.85,
-12.95,10,20231103124500,-13.20,-13.20,-12.95,
-13.45,1,20231103123000,-13.45,-13.45,-13.45,
-13.45,2,20231103121500,-13.45,-13.45,-13.45,
+13.65,7,20231103120000,+13.80,+13.80,+13.65,
+13.65,4,20231103114500,-13.30,+13.65,-13.30,
-13.35,6,20231103113000,+13.70,+13.70,-13.35,
+13.60,1,20231103104500,+13.60,+13.60,+13.60,
+13.80,13,20231103103000,-13.30,+14.00,-13.30,
+13.80,4,20231103101500,+13.80,+13.80,+13.80,
+13.75,21,20231103100000,-12.60,+13.75,-12.40,
-12.45,6,20231103094500,-12.40,-12.45,-12.05,
-12.55,5,20231103093000,-12.55,-12.60,-12.55,
-12.30,13,20231103091500,-13.25,-13.25,-12.30,
-13.35,124,20231103090000,13.55,13.55,-12.85,
+13.65,62,20231103084500,+13.75,+13.95,+13.60,
10.45,8,20231102153000,-10.15,10.45,-10.15,
-10.10,26,20231102151500,+10.75,+10.75,-10.10,
+10.75,30,20231102150000,10.45,+10.75,-10.30,
10.45,8,20231102144500,+10.50,+10.55,10.45,
+10.70,3,20231102143000,+10.70,+10.70,+10.70,
+10.70,26,20231102141500,+10.65,+10.80,+10.65,
+10.60,2,20231102140000,-10.35,+10.60,-10.35,
-10.25,1,20231102134500,-10.25,-10.25,-10.25,
+10.70,2,20231102124500,+10.70,+10.70,+10.70,
+10.50,19,20231102123000,+10.70,+10.70,+10.50,
+10.60,11,20231102121500,10.45,+10.60,10.45,
-10.40,2,20231102120000,-10.40,-10.40,-10.40,
-10.20,40,20231102114500,-10.15,-10.20,-9.89,
-10.05,14,20231102113000,+10.55,+10.60,-10.05,
+10.60,24,20231102111500,+11.25,+11.25,+10.60,
+10.80,52,20231102110000,+11.95,+11.95,+10.75,
+11.90,4,20231102104500,+11.65,+11.90,+11.65,
+11.75,13,20231102103000,+11.70,+11.90,+11.55,
+11.65,92,20231102101500,+11.35,+11.85,+11.35,
+11.15,17,20231102100000,+10.95,+11.15,+10.95,
+10.90,17,20231102094500,+11.05,+11.10,+10.70,
+10.95,23,20231102093000,+10.85,+10.95,+10.60,
+10.95,81,20231102091500,+10.85,+11.25,+10.85,
+10.50,151,20231102090000,+10.70,+11.05,-10.20,
+10.80,108,20231102084500,-8.90,+11.30,-8.90,
6.73,8,20231101154500,6.73,6.73,6.73,
-6.46,44,20231101153000,-6.62,-6.62,-6.40,
-6.60,79,20231101151500,-6.68,+6.91,-6.57,
-6.70,135,20231101150000,-6.33,-6.71,-6.29,
-6.21,23,20231101144500,-6.39,-6.52,-6.19,
-6.50,38,20231101143000,-6.26,-6.50,-6.17,
-6.35,85,20231101141500,-5.95,-6.51,-5.92,
-5.99,83,20231101140000,-6.42,-6.46,-5.75,
-6.43,24,20231101134500,-6.25,-6.45,-6.18,
-6.30,41,20231101133000,-6.06,-6.31,-5.96,
-6.00,13,20231101131500,-6.16,-6.33,-6.00,
-6.21,14,20231101130000,-6.19,-6.21,-6.00,
-6.12,42,20231101124500,-6.34,-6.43,-6.07,
-6.37,66,20231101123000,-6.42,+6.77,-6.37,
-6.45,36,20231101121500,-6.13,-6.45,-6.01,
-6.27,56,20231101120000,-6.12,-6.29,-6.03,
-6.10,82,20231101114500,-6.25,-6.38,-5.97,
-6.30,148,20231101113000,-5.52,-6.30,-5.52,
-5.51,196,20231101111500,-5.27,-5.51,-5.10,
-5.35,132,20231101110000,-5.15,-5.40,-5.05,
-5.10,270,20231101104500,-5.70,-5.70,-4.91,
-5.79,170,20231101103000,-5.40,-5.85,-5.14,
-5.40,137,20231101101500,-5.90,-5.90,-5.30,
-5.91,89,20231101100000,-5.96,-6.15,-5.76,
-6.11,202,20231101094500,-6.16,-6.41,-5.81,
-6.10,138,20231101093000,+6.74,+6.81,-6.00,
-6.56,260,20231101091500,+7.03,+7.18,-6.30,
+6.88,736,20231101090000,-5.35,+7.00,-5.05,
-5.40,417,20231101084500,-5.07,-5.40,-4.58,
4.47,13,20231031154500,4.47,4.47,4.47,
-4.37,273,20231031153000,-4.23,-4.40,-4.19,
-4.21,359,20231031151500,-4.15,-4.28,-4.12,
-4.12,150,20231031150000,-4.28,-4.33,-4.12,
-4.26,210,20231031144500,-4.38,+4.48,-4.25,
-4.39,391,20231031143000,-4.20,-4.45,-4.10,
-4.21,368,20231031141500,-4.31,-4.39,-4.15,
-4.30,378,20231031140000,+4.50,+4.50,-4.25,
+4.52,162,20231031134500,+4.50,+4.65,-4.38,
+4.52,178,20231031133000,+4.48,+4.63,-4.44,
