현재가,거래량,체결시간,시가,고가,저가,전일종가
0.01,4,20231102120000,0.01,0.01,0.01,6
0.01,21,20231102110000,0.01,0.01,0.01,
0.01,1,20231102100000,0.01,0.01,0.01,
0.01,37,20231102093000,0.01,0.01,0.01,
0.01,64,20231031130000,0.01,0.01,0.01,
0.01,1,20231031093000,0.01,0.01,0.01,
0.01,23,20231030150000,0.01,0.01,0.01,
0.01,1,20231030114500,0.01,0.01,0.01,
0.01,3,20231030093000,0.01,0.01,0.01,
0.01,1,20231026103000,0.01,0.01,0.01,
0.01,102,20231026093000,0.01,0.01,0.01,
0.01,16,20231025111500,0.01,0.01,0.01,
0.01,1,20231024141500,0.01,0.01,0.01,
0.01,1,20231024140000,0.01,0.01,0.01,
0.01,2,20231024110000,0.01,0.01,0.01,
0.01,1,20231024100000,0.01,0.01,0.01,
0.01,4,20231024090000,0.01,0.01,0.01,
0.01,5,20231023150000,0.01,0.01,0.01,
0.01,4,20231023141500,0.01,0.01,0.01,
0.01,2,20231023124500,0.01,0.01,0.01,
0.01,2,20231023120000,0.01,0.01,0.01,
0.01,41,20231023101500,0.01,0.01,0.01,
0.01,50,20231023100000,0.01,0.01,0.01,
0.01,5,20231023094500,0.01,0.01,0.01,
0.01,1,20231023091500,0.01,0.01,0.01,
0.01,20,20231020150000,0.01,0.01,0.01,
0.01,1,20231020143000,0.01,0.01,0.01,
0.01,64,20231020140000,0.01,0.01,0.01,
0.01,1,20231020133000,0.01,0.01,0.01,
0.01,2,20231020131500,0.01,0.01,0.01,
0.01,1,20231020130000,0.01,0.01,0.01,
0.01,44,20231020124500,0.01,0.01,0.01,
0.01,201,20231020110000,0.01,0.01,0.01,
0.01,1,20231020104500,0.01,0.01,0.01,
0.01,1,20231020101500,0.01,0.01,0.01,
0.01,2,20231020100000,0.01,0.01,0.01,
0.01,4,20231020094500,0.01,0.01,0.01,
0.01,64,20231020093000,0.01,0.01,0.01,
0.01,53,20231020090000,0.01,0.01,0.01,
0.01,72,20231020084500,0.01,0.01,0.01,
0.01,2,20231019154500,0.01,0.01,0.01,
0.01,215,20231019153000,0.01,0.01,0.01,
0.01,80,20231019151500,0.01,0.01,0.01,
0.01,2,20231019150000,0.01,0.01,0.01,
0.01,3,20231019144500,0.01,0.01,0.01,
0.01,2,20231019143000,0.01,0.01,0.01,
0.01,47,20231019141500,0.01,0.01,0.01,
0.01,100,20231019140000,0.01,0.01,0.01,
0.01,2,20231019133000,0.01,0.01,0.01,
0.01,486,20231019131500,0.01,0.01,0.01,
0.01,23,20231019130000,0.01,0.01,0.01,
+0.02,545,20231019124500,0.01,+0.02,0.01,
0.01,58,20231019123000,0.01,0.01,0.01,
0.01,1588,20231019121500,0.01,+0.02,0.01,
0.01,10,20231019120000,0.01,0.01,0.01,
0.01,26,20231019114500,+0.02,+0.02,0.01,
+0.02,1,20231019113000,+0.02,+0.02,+0.02,
+0.02,10,20231019104500,+0.02,+0.02,+0.02,
+0.02,2,20231019103000,+0.02,+0.02,+0.02,
+0.02,10,20231019101500,+0.02,+0.02,+0.02,
+0.02,11,20231019100000,0.01,+0.02,0.01,
0.01,2,20231019094500,0.01,0.01,0.01,
0.01,2,20231019093000,0.01,0.01,0.01,
0.01,206,20231019091500,0.01,0.01,0.01,
0.01,1017,20231019090000,0.01,0.01,0.01,
0.01,427,20231019084500,0.01,+0.02,0.01,
0.01,5,20231018154500,0.01,0.01,0.01,
+0.02,2,20231018151500,+0.02,+0.02,+0.02,
+0.02,3,20231018150000,+0.02,+0.02,+0.02,
+0.02,2,20231018143000,+0.02,+0.02,+0.02,
+0.02,41,20231018141500,+0.02,+0.02,+0.02,
+0.02,26,20231018140000,+0.02,+0.02,+0.02,
+0.02,123,20231018134500,+0.02,+0.02,+0.02,
+0.02,3,20231018133000,+0.02,+0.02,+0.02,
+0.02,113,20231018131500,+0.02,+0.02,+0.02,
+0.02,1,20231018123000,+0.02,+0.02,+0.02,
+0.02,3,20231018120000,+0.02,+0.02,+0.02,
+0.02,14,20231018113000,+0.02,+0.02,+0.02,
+0.02,105,20231018110000,+0.02,+0.02,+0.02,
+0.02,2,20231018104500,+0.02,+0.02,+0.02,
+0.02,56,20231018103000,+0.02,+0.02,+0.02,
+0.02,3,20231018101500,+0.02,+0.02,+0.02,
+0.02,4,20231018100000,+0.02,+0.02,+0.02,
+0.02,4,20231018094500,+0.02,+0.02,+0.02,
+0.02,73,20231018093000,+0.02,+0.02,+0.02,
+0.02,1,20231018090000,+0.02,+0.02,+0.02,
+0.02,90,20231018084500,+0.02,+0.02,+0.02,
0.01,31,20231017154500,0.01,0.01,0.01,
+0.02,24,20231017153000,+0.02,+0.02,+0.02,
+0.02,53,20231017151500,+0.02,+0.02,+0.02,
