현재가,거래량,체결시간,시가,고가,저가,전일종가
3.16,85,20231103154500,3.16,3.16,3.16,-0.09
-3.12,389,20231103153000,-2.99,-3.14,-2.96,
-2.98,1261,20231103151500,-3.03,-3.08,-2.89,
-3.03,1872,20231103150000,-2.99,+3.17,-2.99,
-2.99,1233,20231103144500,-2.94,-2.99,-2.85,
-2.94,963,20231103143000,-2.90,-3.02,-2.89,
-2.91,1202,20231103141500,-3.01,-3.08,-2.89,
-3.00,1689,20231103140000,-2.97,+3.18,-2.96,
-2.96,1197,20231103134500,-2.87,-3.00,-2.82,
-2.87,836,20231103133000,-2.87,-2.92,-2.76,
-2.87,1279,20231103131500,-2.69,-2.90,-2.66,
-2.70,1640,20231103130000,-2.81,-2.83,-2.60,
-2.80,1183,20231103124500,-2.90,-2.99,-2.76,
-2.88,657,20231103123000,-3.03,-3.08,-2.88,
-3.01,698,20231103121500,-3.13,3.16,-3.01,
-3.13,902,20231103120000,3.16,+3.30,-3.13,
-3.13,1134,20231103114500,-2.99,+3.20,-2.89,
-2.98,988,20231103113000,-3.13,+3.20,-2.96,
-3.13,1085,20231103111500,+3.23,+3.30,-3.12,
+3.24,1317,20231103110000,-3.09,+3.27,-3.03,
-3.08,1682,20231103104500,+3.23,+3.23,-3.04,
+3.25,3982,20231103103000,-2.98,+3.43,-2.93,
-2.99,2581,20231103101500,-3.15,+3.33,-2.93,
-3.14,6149,20231103100000,-2.61,+3.28,-2.49,
-2.60,3131,20231103094500,-2.58,-2.64,-2.34,
-2.58,3787,20231103093000,-2.50,-2.81,-2.43,
-2.51,5754,20231103091500,-3.10,3.16,-2.48,
-3.11,7801,20231103090000,+3.19,+3.25,-2.81,
+3.20,4474,20231103084500,+3.37,+3.49,+3.17,
1.77,266,20231102154500,1.77,1.77,1.77,
+1.79,1640,20231102153000,-1.67,+1.82,-1.62,
-1.68,5384,20231102151500,+1.90,+1.91,-1.65,
+1.91,4900,20231102150000,+1.79,+1.93,-1.66,
+1.79,2160,20231102144500,+1.90,+1.92,+1.78,
+1.90,1965,20231102143000,+1.92,+1.97,+1.84,
+1.92,2476,20231102141500,+1.90,+1.98,+1.87,
+1.89,2242,20231102140000,+1.79,+1.90,-1.74,
+1.79,2974,20231102134500,+1.91,+1.91,-1.71,
+1.90,1522,20231102133000,+1.93,+1.95,+1.86,
+1.92,1184,20231102131500,+1.90,+1.93,+1.85,
+1.90,1810,20231102130000,+1.97,+1.97,+1.85,
+1.98,2420,20231102124500,+1.88,+2.05,+1.88,
+1.88,2434,20231102123000,+1.95,+1.99,+1.79,
+1.95,2515,20231102121500,+1.84,+1.97,+1.84,
+1.83,2385,20231102120000,+1.82,+1.84,-1.75,
